address,email,income,monthly_spending,name,phone_number,ssn
제주특별자***********,jeonghun****************,51206115.888~51225054.94,2736421.229~2738533.215,김**,010-*********,77031*********
광주광역*********,ogim@j*************,42403649.855~42438983.442,9612637.36~9618581.038,김**,010-*********,07050*********
경상북도 ***********,namyeong****************,30095278.97~30150410.668,9507699.484~9517154.628,고**,010-*********,68020*********
세종특별자치*************,yeonghwa****************,29195788.833~29224124.887,1653097.916~1654717.762,박**,010-*********,52011*********
서울특별*********,seonghye******************,41489257.51~41496531.256,14388436.472~14395982.231,황**,010-*********,57030*********
강원도 원**********,yeongil**************,82462058.159~82487261.313,8470584.645~8475786.518,이**,010-*********,88101*********
울산광역********,junho41***************,19501069.002~19504176.805,8333431.235~8336873.618,김**,010-*********,51101*********
전라남도 ***********,jeongs***********,57211549.89~57249819.296,2593142.44~2595893.453,박**,010-*********,47050*********
충청남도 ***********,wson*******,52496519.73~52506215.46,8208812.2~8211220.174,안**,010-*********,47032*********
세종특별자치*************,yeong***********,26864046.645~26875235.439,3843082.653~3845711.743,김**,010-*********,90032*********
강원도 횡***********,ibor********,65680421.46~65704977.154,11356603.889~11381254.238,이**,010-*********,51070*********
대구광역********,byeongce****************,32107946.166~32122115.049,12225228.844~12226860.92,이**,010-*********,59101*********
전라남도 ***********,myeongja******************,44637845.217~44653838.829,5216484.368~5217912.187,장**,010-*********,52120*********
충청북도 ***********,cco*******,54681361.174~54700828.908,11316769.149~11319221.985,차**,010-*********,63082*********
울산광역********,jiminyan****************,46744164.694~46762278.005,11535997.644~11547303.831,김**,010-*********,89121*********
인천광역********,xi@n********,59114560.13~59144746.57,12003614.172~12016443.95,김**,010-*********,86032*********
전라남도********,junyeo***********,26243202.002~26256144.488,5239028.665~5240382.428,김**,010-*********,77012*********
경기도*******,gwangs**************,74286378.589~74314379.022,29901653.883~29937215.626,박**,010-*********,10081*********
경기도 *******,omin*********,11348344.904~11369175.376,1376357.531~1376974.089,이**,010-*********,98062*********
대구광역시**********,tbag@j************,92273757.044~92284275.376,15191557.064~15201014.238,김**,010-*********,83031*********
대전광역********,jba*******,8905482.8~8925448.354,4766646.106~4768043.702,이**,010-*********,84121*********
전라남도********,yeongh**************,54721411.926~54741795.263,11319221.985~11328694.405,김**,010-*********,12081*********
인천광역*********,myeon***********,83048129.477~83071942.411,21770938.126~21783398.241,전**,010-*********,69020*********
세종특별자**********,jihyeo**************,89875077.69~89889736.984,6481188.614~6487924.465,박**,010-*********,92082*********
서울특별시**********,iyeong**************,45338565.762~45355979.994,28360686.787~28376972.573,최**,010-*********,04011*********
대전광역*********,sseo@***********,27432119.622~27463050.114,19657255.354~19673716.74,김**,010-*********,67121*********
충청북도 청**************,jinu24**************,53761073.435~53787433.933,9834312.312~9839340.427,최**,010-*********,81082*********
인천광역시*********,yeongja***************,39930902.016~39948054.747,642975.044~644855.489,남**,010-*********,77010*********
광주광역*********,ryusangh*****************,86430197.731~86463536.385,15529829.198~15536550.014,남**,010-*********,73040*********
부산광역시*********,seohye*************,97164862.475~97203395.227,14856179.057~14866649.068,이**,010-*********,09080*********
세종특별자치*************,gimyee*************,74314379.022~74335879.408,18907151.978~18911843.86,김**,010-*********,84032*********
경기도 ********,gimyeo***********,90232628.669~90264333.507,8256972.396~8260172.058,류**,010-*********,91041*********
경상북도 ***********,ison********,27563200.653~27582454.764,7982590.893~7991159.776,이**,010-*********,68022*********
경상남도 ***********,hgim@j*************,85312695.012~85357137.686,36936474.245~36939835.447,김**,010-*********,77071*********
광주광역*********,seoyunj**************,25264348.45~25279455.75,3328015.795~3331405.347,김**,010-*********,97031*********
강원도 평**********,coehyeonj*******************,4639298.087~4692698.499,531817.822~531976.359,고**,010-*********,01121*********
부산광역*********,ijeong*************,15657641.632~15685439.486,3412627.824~3414200.388,최**,010-*********,92081*********
세종특별자치*************,hayun43****************,29071809.156~29089208.342,7970899.105~7973365.875,김**,010-*********,60080*********
서울특별*********,hbag@j***********,88385875.72~88389309.432,41930137.169~41954980.477,최**,010-*********,79051*********
서울특별*********,li@******,59249647.455~59267358.835,12588172.012~12599618.59,전**,010-*********,97060*********
경기도 양**********,mjan*******,13836583.401~13844316.488,1024313.98~1025786.869,안**,010-*********,60101*********
부산광역*********,seoji***********,56451682.442~56475977.296,28939450.747~28960330.577,박**,010-*********,79122*********
세종특별자치*************,vseong************,78032403.115~78049338.454,197325.572~198220.854,이**,010-*********,61042*********
전라북도 ***********,caeweonc*****************,68159101.352~68163492.672,36048064.056~36058932.488,이**,010-*********,46031*********
서울특별*********,ogja********,71916343.238~71935522.817,18163598.502~18168978.687,김**,010-*********,55041*********
대구광역********,songy***********,3747155.624~3751515.951,164856.938~166708.095,김**,010-*********,87032*********
강원도 양**********,abag@s*************,80209057.409~80258831.026,5354933.416~5358467.912,김**,010-*********,14031*********
서울특별시*********,ogja0**********,13545613.386~13556849.088,3229831.64~3231480.066,김**,010-*********,69052*********
부산광역*********,coeseon**************,54783613.656~54795763.332,13203795.661~13207828.992,김**,010-*********,02120*********
부산광역*********,xha*******,36744410.883~36760230.445,8348160.904~8351056.104,조**,010-*********,66091*********
경상남도 ***********,hyeonui**************,24216433.833~24228060.871,5947915.099~5950972.297,이**,010-*********,68081*********
경기도 ********,hyejin**************,45025219.138~45061981.258,15316365.764~15325884.878,윤**,010-*********,74111*********
광주광역********,bagjunye******************,11795899.24~11798554.331,1739139.613~1744191.525,김**,010-*********,44101*********
전라남도 **********,vbag@y*************,52109239.917~52123163.838,6737586.944~6738947.835,배**,010-*********,14021*********
부산광역*********,hayun1*************,48720529.6~48731446.036,5321101.672~5327470.762,이**,010-*********,59012*********
경상남도********,gimjeo************,34478432.014~34498338.0,19864605.089~19882108.322,김**,010-*********,85110*********
광주광역*********,jeongn***********,20696584.743~20716379.346,693267.114~697249.861,최**,010-*********,07042*********
강원도 영**********,sseo@j************,8630787.914~8665142.381,774509.73~775060.609,강**,010-*********,74073*********
광주광역*******,misug9***********,14129587.336~14146177.499,2829465.626~2833825.014,김**,010-*********,77041*********
대구광역********,sunja*********,97924769.256~97971734.19,26700804.477~26713833.184,김**,010-*********,83061*********
대구광역********,junhyeog****************,76703716.321~76716434.715,7811850.812~7816537.899,최**,010-*********,84040*********
서울특별*********,gyeongj****************,16779689.752~16825719.468,4028902.392~4032475.029,이**,010-*********,82102*********
울산광역********,jinu********,14784663.973~14799762.097,1649290.702~1650475.634,이**,010-*********,96032*********
광주광역********,san*******,35838622.53~35860060.162,1588873.025~1590920.944,송**,010-*********,47111*********
세종특별자치*************,bagji*********,12984743.15~13000687.658,1274752.709~1277281.927,강**,010-*********,04080*********
인천광역시 ***********,jeongnam****************,84825851.204~84845835.392,46372819.772~46400417.892,김**,010-*********,92030*********
세종특별자치*************,yeongsu***************,66200317.058~66222834.747,7723489.336~7724534.087,최**,010-*********,52120*********
충청남도 ***********,khong***********,76186003.424~76197478.37,38040634.128~38085556.784,이**,010-*********,90071*********
광주광역********,gimseon***************,55678505.291~55686943.288,4927437.387~4931571.122,이**,010-*********,92011*********
대구광역*********,seohyeo**************,90606951.966~90616738.812,25308052.121~25323080.157,홍**,010-*********,78092*********
울산광역********,yeongsig*****************,72338087.36~72352929.777,14548594.336~14554216.106,최**,010-*********,65082*********
서울특별********,ojang*********,84881363.785~84915686.63,8475786.518~8485258.601,김**,010-*********,53081*********
충청북도 보***********,hjeong***********,17611337.359~17614735.9,3084812.458~3088709.951,이**,010-*********,75111*********
서울특별*********,hanjuweo****************,12629942.296~12665679.214,437050.498~438505.634,김**,010-*********,51060*********
세종특별자치*************,junho97**************,32363048.925~32395322.604,9219365.925~9234478.446,장**,010-*********,85041*********
경상북도 ***********,ygwag**********,79799508.907~79825845.478,3242259.142~3245706.486,김**,010-*********,75042*********
전라북도 ***********,yeongjin****************,50430375.474~50445509.138,2139192.942~2140480.626,백**,010-*********,09102*********
서울특별********,hson@h************,87828165.108~87848252.932,4626012.945~4628584.613,홍**,010-*********,47090*********
경기도 화**********,hwangjeon******************,38810713.0~38830116.198,3576625.606~3579394.25,강**,010-*********,03020*********
제주특별자치*************,jihye***********,83808135.848~83824444.784,27257639.958~27276016.373,조**,010-*********,69051*********
세종특별자치*************,hhan*******,36551335.039~36556934.518,8172769.497~8178705.56,홍**,010-*********,70030*********
전라남도 ***********,boram58***************,57109085.378~57122537.904,3747838.189~3750245.926,이**,010-*********,62101*********
전라남도 ***********,boram**********,85444147.363~85469170.338,28247905.786~28253105.341,고**,010-*********,56011*********
울산광역********,gimhy***********,44193446.902~44208478.494,3635207.006~3639086.342,이**,010-*********,60042*********
세종특별자치*************,gangji***********,51187764.998~51206115.888,14147845.667~14152235.39,진**,010-*********,09102*********
전라남도 ***********,cunjam***********,18547063.583~18556772.627,3201448.858~3205652.629,신**,010-*********,01041*********
부산광역*********,dohyeon****************,3596079.458~3620145.472,1053333.807~1055327.432,고**,010-*********,94090*********
전라북도 ***********,mgim*********,25741596.671~25775905.688,3140323.572~3142260.74,박**,010-*********,92070*********
인천광역********,gimseoj****************,47403063.247~47428697.402,1870371.954~1870845.968,이**,010-*********,01052*********
충청남도 천*************,kseo@***********,7407222.654~7410813.242,466876.746~470001.101,오**,010-*********,98102*********
서울특별*********,seoyeon***************,86840476.489~86858975.2,3709005.656~3714067.914,박**,010-*********,05031*********
전라북도 ***********,miyeon**************,10963466.901~10974163.358,3876035.717~3880644.426,강**,010-*********,57012*********
충청남도 ***********,coejia**************,17731611.643~17737627.104,7937196.048~7941994.244,지**,010-*********,76022*********
대구광역시*********,minjae************,54253801.576~54276162.474,8817534.659~8826170.198,박**,010-*********,46051*********
강원도 인*********,munye***********,83204627.664~83231272.553,22966372.591~23000590.999,박**,010-*********,69021*********
강원도 고***********,donghyeo******************,84859441.716~84871818.56,9088970.811~9097856.059,이**,010-*********,81040*********
대구광역시*********,hyeonu***********,17755547.509~17771964.942,5526648.858~5527316.43,김**,010-*********,90122*********
경상북도 ***********,minjun*************,78606181.4~78614026.482,29669857.277~29673546.663,김**,010-*********,75072*********
전라남도 ***********,jihye17***************,45288954.467~45311391.781,12479296.436~12483740.449,이**,010-*********,09050*********
전라북도 ***********,immigyeo*****************,75012876.16~75057959.62,48481660.288~48548520.068,홍**,010-*********,51081*********
경상북도 포*************,suminb*************,58475197.422~58498101.436,10147171.046~10149682.777,서**,010-*********,97060*********
경기도 용인*************,jongsu**************,9749749.652~9751943.919,2501027.051~2502911.428,장**,010-*********,64092*********
대구광역시 ***********,kgwe*********,24648023.551~24698974.712,4576319.382~4580582.345,박**,010-*********,80080*********
충청북도 ***********,jangjim**************,46700726.359~46728498.33,23149302.43~23165306.942,임**,010-*********,13092*********
전라남도 ***********,gimsun**************,76407025.495~76424398.45,9770782.66~9774795.391,류**,010-*********,62091*********
제주특별자치**************,ihyeon***********,95876972.275~95880314.282,10472876.085~10475081.34,배**,010-*********,68040*********
경기도 ********,gyeongs**************,22693446.203~22722454.245,1448701.891~1450019.502,백**,010-*********,93070*********
대전광역*********,jongsu*************,54595595.145~54619122.184,6890003.848~6890791.206,장**,010-*********,00012*********
세종특별자치*************,ao@*****,15176732.786~15212702.4,8023089.406~8029399.574,성**,010-*********,78032*********
세종특별자치*************,vyun*******,9206516.193~9241087.58,638916.618~641771.319,김**,010-*********,14071*********
부산광역*********,areum47@****************,11984096.731~12010766.074,4880926.986~4884518.729,구**,010-*********,72073*********
제주특별자치*************,seongm***********,88820009.756~88837395.686,36436654.578~36460896.645,조**,010-*********,09100*********
경상남도 ***********,eunju5**************,63341759.428~63349327.807,535703.65~537080.016,권**,010-*********,53051*********
인천광역시*********,si@*****,40124460.226~40144372.63,2765407.208~2767190.283,이**,010-*********,56031*********
충청북도 청**************,gimmye************,80605106.939~80611681.336,12725978.144~12740171.144,박**,010-*********,92100*********
충청남도 천**************,imisu*********,83270220.552~83300421.88,7823226.69~7836563.836,이**,010-*********,06081*********
강원도*******,doyung**************,73082400.894~73087328.794,3776321.424~3781648.677,이**,010-*********,72072*********
세종특별자치*************,gimmi***********,46246827.467~46265106.782,22282098.51~22289507.841,송**,010-*********,79102*********
대구광역시 ***********,songj**********,4621368.322~4628300.308,756978.04~759541.404,이**,010-*********,92070*********
인천광역*********,junhoi***********,11801253.737~11827171.8,664907.58~666665.667,나**,010-*********,98010*********
인천광역시*********,ogim@g*************,26367203.584~26369391.28,164856.938~166708.095,조**,010-*********,06103*********
대구광역*********,jihuh*********,43912477.743~43928780.853,24787230.981~24811007.962,이**,010-*********,83072*********
울산광역시 ***********,yunseungh******************,89710121.42~89745827.966,17705821.126~17714878.293,권**,010-*********,46090*********
부산광역시*********,ijeongs****************,2106728.314~2122569.138,361147.432~366758.968,김**,010-*********,06032*********
광주광역********,junhyeog*****************,55279506.011~55292412.972,6808048.513~6818783.042,김**,010-*********,47120*********
강원도 *******,myeongs***************,31488418.054~31514359.768,10383090.795~10386064.29,문**,010-*********,90071*********
충청북도 ***********,bbag@***********,89965955.235~89987915.937,18619055.406~18640155.027,김**,010-*********,14111*********
전라북도 ***********,namju***********,26523222.151~26538830.41,4498371.946~4501715.089,이**,010-*********,75123*********
충청남도 ***********,seungmi***************,43367915.967~43381668.992,24865654.938~24886414.318,김**,010-*********,97012*********
인천광역*********,seoyuni***************,84201239.592~84232677.77,10453989.076~10457883.748,한**,010-*********,97051*********
인천광역시 ***********,bheo@g***********,14318587.354~14352528.862,549144.252~549460.733,최**,010-*********,60022*********
제주특별자***********,gangsumi******************,21382951.984~21391932.03,2221983.756~2224451.558,김**,010-*********,78083*********
대구광역********,haeun*********,33946369.41~33960199.851,13910205.192~13925266.554,김**,010-*********,65121*********
강원도 양***********,jeong***********,63626638.891~63640227.44,13067095.82~13072986.053,이**,010-*********,65091*********
대전광역*********,jeongn**************,28610026.626~28626478.173,218915.7~219739.321,김**,010-*********,81020*********
제주특별자***********,jinho2**************,99608995.562~99639326.228,48701846.045~48809617.208,박**,010-*********,77070*********
대구광역시*********,ogjag*********,77111298.549~77154560.736,3834531.441~3836041.074,최**,010-*********,05061*********
경기도 양**********,minsug*************,62913100.594~62933233.328,17307524.864~17317629.83,이**,010-*********,86012*********
충청남도 ***********,sanghyeo****************,71861179.257~71869428.826,41127705.702~41194195.48,강**,010-*********,75042*********
세종특별자치*************,ihaeun************,80553419.377~80567458.066,9146681.635~9159586.875,윤**,010-*********,75050*********
전라남도 ***********,seunghyeo******************,59241728.912~59249647.455,7794713.185~7804472.635,김**,010-*********,10101*********
충청북도 ***********,sanghung******************,82171108.373~82233395.882,55189970.879~55303086.438,김**,010-*********,12052*********
전라남도 ***********,yo@*******,16438822.628~16461258.259,2235213.384~2238387.359,이**,010-*********,64030*********
부산광역*********,ominjun**************,74148452.904~74186532.961,6058598.392~6072813.171,윤**,010-*********,76080*********
대구광역시***********,jeongnam******************,23558389.588~23577421.595,2664505.07~2668875.69,박**,010-*********,95032*********
서울특별*********,minsus**************,93540432.178~93558760.058,18803704.9~18838040.875,서**,010-*********,74081*********
강원도 춘*********,qgi*******,47696682.51~47723080.516,7518250.096~7520044.668,최**,010-*********,89021*********
전라북도 ***********,jeonghyih*******************,26442400.297~26470718.473,4091537.739~4099967.44,최**,010-*********,67072*********
제주특별자치**************,mgim@*********,9241087.58~9247018.199,5562249.325~5569321.381,진**,010-*********,54080*********
울산광역********,qi@jus***********,70580952.763~70620117.174,4178636.882~4181133.67,박**,010-*********,67042*********
경상북도********,ijeongh****************,19694200.992~19711036.385,9015134.49~9019976.478,최**,010-*********,49031*********
충청남도 ***********,jia35@**************,94462972.955~94466139.08,8598473.256~8609397.113,이**,010-*********,02082*********
대구광역시***********,jeong***********,15156135.21~15176732.786,4731632.005~4736739.438,서**,010-*********,13080*********
울산광역********,pcoe@j*************,77154560.736~77167894.533,9832605.912~9834312.312,구**,010-*********,64072*********
광주광역********,jiu2*******,35218305.181~35250276.382,1073769.636~1074694.443,서**,010-*********,73060*********
전라남도 ***********,ogjai@***********,9487409.792~9493188.832,2164219.859~2164919.052,박**,010-*********,48090*********
대구광역********,gimhyeo**************,77513545.831~77535650.44,35894606.294~35921403.882,김**,010-*********,70021*********
경상남도 ***********,yejimun@****************,17563636.81~17573743.291,1408925.238~1409433.04,최**,010-*********,70032*********
광주광역********,yunseo**************,12829684.278~12838219.022,2035282.008~2036519.032,허**,010-*********,03061*********
강원도 인*********,eo@jan***********,9347900.835~9353000.572,908615.277~910480.036,김**,010-*********,52111*********
대전광역*********,jeongho**************,36556934.518~36602158.079,7031123.684~7036415.492,이**,010-*********,86061*********
대전광역********,pgwag*********,3954992.776~4002336.285,864162.614~865735.488,김**,010-*********,86070*********
울산광역********,igim@j************,85041261.138~85048716.85,53512024.388~53575237.979,김**,010-*********,11041*********
전라남도 ***********,xi@j*********,86175246.946~86183098.195,4077202.966~4082174.649,김**,010-*********,75092*********
세종특별자치*************,junhye**************,42872896.429~42879016.429,2926900.882~2927716.268,권**,010-*********,66122*********
부산광역시**********,sonyeo*************,77458439.201~77461041.455,7792846.852~7794713.185,김**,010-*********,55071*********
대구광역********,yeongm**************,95031996.528~95050500.162,38202385.494~38316566.888,유**,010-*********,54082*********
충청북도 ***********,misuggi****************,83891580.26~83912219.564,3067822.464~3076649.376,박**,010-*********,00061*********
경상남도 ***********,minjuno**************,92889581.95~92892589.72,25260486.342~25270499.756,박**,010-*********,85082*********
대전광역********,myeongja*****************,32924036.389~32948466.286,8430917.38~8437613.815,김**,010-*********,10021*********
경상북도 ***********,hyeons*************,47213644.313~47218848.574,7575608.036~7579803.722,이**,010-*********,52062*********
부산광역*********,hyeonj**************,81304451.837~81321305.856,4516160.758~4519008.037,남**,010-*********,82011*********
경상남도 ***********,coesiu@**************,30496266.155~30514117.595,1490375.925~1494663.587,김**,010-*********,45112*********
울산광역*******,yeonghyi*****************,67298589.168~67300102.822,9355420.736~9358124.514,김**,010-*********,50050*********
전라북도 ***********,myeongsug******************,94040762.276~94047154.45,12335779.826~12344201.902,서**,010-*********,72081*********
인천광역*********,hyeonu1****************,19885515.653~19936362.302,4108930.535~4110586.107,김**,010-*********,80060*********
대구광역********,sujinb***********,91074864.368~91092779.734,8391332.251~8392974.688,김**,010-*********,98040*********
전라남도 **********,yeongj************,53842034.37~53854625.363,10504797.89~10510188.395,한**,010-*********,86052*********
강원도 양*********,simogsu****************,36626301.278~36688370.439,419562.2~421677.243,박**,010-*********,75041*********
경기도 수*********,gangseun*****************,98316900.543~98350535.373,1835316.387~1836753.528,김**,010-*********,66082*********
경상남도 ***********,gimseony******************,51631499.928~51641414.058,13274561.69~13285135.41,홍**,010-*********,81061*********
제주특별자***********,seoyun*************,19846494.46~19857627.621,1884895.979~1889430.45,이**,010-*********,88091*********
대전광역********,sunja4**************,43564695.472~43581582.518,6349604.2~6353945.78,한**,010-*********,92082*********
경상북도 **********,baghye***********,64754287.068~64773003.308,24706912.355~24740158.754,김**,010-*********,74010*********
울산광역시 ***********,byeongce******************,9341022.76~9347900.835,1768451.372~1773273.026,홍**,010-*********,46010*********
인천광역********,misug2************,28012488.574~28047099.343,6692978.837~6697266.399,손**,010-*********,65022*********
울산광역********,seoye***********,75368844.026~75389508.469,489566.936~490557.608,김**,010-*********,79031*********
부산광역*********,sunog*********,31978695.562~31987467.178,9386083.117~9390791.723,윤**,010-*********,46080*********
전라남도 ***********,jihun*********,45193884.709~45216372.018,3739657.096~3740582.49,최**,010-*********,93081*********
전라남도 ***********,byeongce******************,68475399.379~68504011.734,40167990.877~40285698.697,손**,010-*********,88060*********
경상북도 ***********,coemije**************,26893733.523~26909978.08,1499708.891~1501652.897,김**,010-*********,55062*********
부산광역*********,hayun*********,31454938.087~31471632.964,1463685.758~1467763.9,김**,010-*********,72051*********
경상남도 ***********,gimjaeh****************,8336687.928~8365220.436,4128583.389~4130741.392,남**,010-*********,80071*********
울산광역시 ***********,misug4************,90590969.021~90606951.966,28394130.922~28425037.65,차**,010-*********,90122*********
세종특별자치*************,minji1***********,6715952.586~6724619.754,263944.362~264732.163,장**,010-*********,51022*********
인천광역********,junseoba****************,31383785.69~31411413.989,11189288.904~11200949.876,박**,010-*********,58071*********
세종특별자치*************,fi@yuh***********,80459506.79~80476173.178,13297289.096~13298874.405,김**,010-*********,91083*********
서울특별*********,miyeong**************,33313445.538~33337861.428,102958.332~104967.113,이**,010-*********,87021*********
충청북도 청**************,mi@yu***********,29429976.294~29454456.596,2240255.247~2242661.16,김**,010-*********,80032*********
울산광역********,ebag*******,55012712.514~55037855.7,24179872.502~24202677.03,손**,010-*********,68033*********
충청남도 ***********,simj********,28510637.236~28533071.889,11230400.892~11235484.351,김**,010-*********,92120*********
경기도 이**********,gimjeong****************,44117385.955~44131526.827,2054707.417~2055808.374,박**,010-*********,73021*********
부산광역*********,hayungim****************,57961722.033~57973024.221,8860526.946~8864273.693,한**,010-*********,14020*********
부산광역*********,gimjong**************,72516205.093~72527917.256,19460626.985~19499330.841,윤**,010-*********,80070*********
인천광역시*********,anhaeun****************,37329819.409~37358061.777,12831393.329~12836992.581,고**,010-*********,74092*********
경상남도 ***********,sumin05***************,10000150.282~10037566.184,1426444.618~1428663.397,백**,010-*********,80032*********
광주광역********,egim@y*************,80662803.458~80678123.216,490557.608~491280.083,김**,010-*********,93050*********
광주광역********,iseoyeo**************,63425163.233~63461451.04,2313107.654~2314957.698,이**,010-*********,75110*********
전라남도 ***********,ngwag***********,47299734.766~47320881.554,734569.479~736019.306,김**,010-*********,49031*********
강원도 원**********,yeongsu**************,44597666.505~44608678.589,9664658.455~9670146.09,노**,010-*********,60121*********
광주광역********,anhyeonj****************,92008079.862~92023052.373,14044592.864~14052176.0,곽**,010-*********,84122*********
울산광역********,songye*************,9978550.777~9994303.808,1331198.539~1332628.464,최**,010-*********,49041*********
경상북도 청***********,jiweon**************,12345520.255~12363495.024,948656.242~949794.278,최**,010-*********,76112*********
세종특별자**********,vi@i*********,65952117.786~65973987.461,20454536.052~20478078.272,권**,010-*********,49072*********
인천광역시***********,ibag@*********,81688992.084~81712546.396,40069949.71~40128016.562,박**,010-*********,50041*********
경상북도 ***********,bagyeong****************,42485475.334~42495119.43,7074285.322~7078527.103,이**,010-*********,85112*********
전라북도 ***********,hwanggye****************,71997663.094~72031508.742,7090639.746~7092303.92,이**,010-*********,91070*********
서울특별*********,gyeongs***************,30472993.288~30487918.054,7073474.494~7074285.322,강**,010-*********,70040*********
울산광역*******,wgim@**********,10497697.454~10509701.472,2700539.75~2702033.831,박**,010-*********,98091*********
제주특별자***********,zcoe@***********,36084615.819~36101599.91,5698536.965~5705050.989,김**,010-*********,12083*********
충청북도 ***********,ggim*******,47451367.984~47470400.029,15723372.426~15731985.024,박**,010-*********,80071*********
경상남도 **********,yeweon7****************,72516205.093~72527917.256,4641004.028~4646240.599,윤**,010-*********,14032*********
전라북도 ***********,junyeong*****************,27120936.89~27135239.185,2552310.669~2553832.967,이**,010-*********,11020*********
제주특별자***********,useon***********,38241955.607~38260176.339,17895644.68~17914807.646,김**,010-*********,01092*********
대전광역********,gangcun***************,44105924.976~44117385.955,1993213.133~1996333.837,나**,010-*********,02112*********
대전광역********,minse***********,24628604.314~24641888.846,14312907.712~14318241.941,이**,010-*********,66111*********
세종특별자치*************,gimyu**********,62057544.997~62080575.506,46056101.57~46131051.625,김**,010-*********,78031*********
제주특별자치*************,haeunry**************,3081695.782~3090244.656,110487.204~110887.324,노**,010-*********,85122*********
제주특별자치**************,gbag*******,63626638.891~63640227.44,247426.13~247681.554,양**,010-*********,59040*********
경상북도 ***********,baegseon******************,71369573.633~71390518.008,14866649.068~14878869.029,황**,010-*********,76041*********
인천광역시*********,sunja08**************,65912721.221~65932961.469,4832470.623~4836557.853,박**,010-*********,80040*********
전라남도 **********,sanghye**************,44080150.091~44105924.976,8611819.28~8616357.447,김**,010-*********,68011*********
대구광역********,djo@********,15760674.58~15773913.578,3214777.993~3218779.092,이**,010-*********,66010*********
충청북도********,caeweo*************,84280264.618~84319202.741,18488562.671~18507464.01,전**,010-*********,93100*********
경상남도 창원***************,ni@******,72908565.755~72948941.427,2512966.934~2517701.136,최**,010-*********,86080*********
광주광역********,gimseo**************,20863841.013~20883225.809,4701056.386~4704329.751,이**,010-*********,95090*********
