name,ssn,phone_number,email,income,address,monthly_spending
박현준,560306-1503993,010-4316-5781,namseohyeon@janggim.com,72558357,경상남도 창녕군 남지읍 남지리,1113557
윤지훈,050717-4141190,010-6274-2650,ibag@ju.org,93485962,경상북도 구미시 옥성면 구봉리,36552151
윤서윤,101012-3934605,010-2235-7609,seoyejun@gimgimgim.com,33110225,전라북도 전주시 완산구 전동,1968670
허현정,500128-2728254,010-3040-3305,bbag@hanim.com,61964028,대구광역시 북구 읍내동,9925592
박승민,710622-1395993,010-8451-6744,jeongsug51@jusighoesa.com,5570131,부산광역시 북구 금곡동,1268264
차현준,950912-2569290,010-7069-8317,oryu@gimyubag.com,25790879,경상북도 영천시 고경면 덕정리,6944229
김옥자,770315-1468056,010-9225-8637,jeonghuni@jusighoesa.net,51214643,제주특별자치도 서귀포시 도순동,2738000
김현숙,070508-4386146,010-6997-3548,ogim@jusighoesa.com,42422683,광주광역시 광산구 연산동,9616847
고지우,680207-2077609,010-7490-8445,namyeongsu@jangseogim.kr,30145747,경상북도 의성군 안계면 토매리,9508869
박준호,520117-2809720,010-6890-4765,yeonghwan15@jangisim.com,29202765,세종특별자치시 세종시 장군면 금암리,1653126
황도윤,570304-1385839,010-7914-4452,seonghyeongim@jangbaeg.net,41489281,서울특별시 노원구 월계동,14390147
이정수,881019-1398030,010-2436-6060,yeongil18@ibagjang.kr,82475936,강원도 원주시 지정면 월송리,8471649
김미영,511018-1441110,010-4220-6556,junho41@yuhanhoesa.com,19502207,울산광역시 북구 시례동,8336269
박중수,470508-1406773,010-2625-7015,jeongsug57@yu.com,57243899,전라남도 영광군 법성면 화천리,2594736
안선영,470329-2487824,010-6974-5291,wson@yu.net,52497197,충청남도 서산시 지곡면 환성리,8211121
김영호,900328-2781651,010-4998-1462,yeongsigi@yu.org,26868317,세종특별자치시 세종시 연동면 다솜리,3843958
이도윤,510702-2841196,010-1066-2032,iboram@yu.kr,65693398,강원도 횡성군 횡성읍 영영포리,11379181
이도현,591015-2506223,010-8686-6155,byeongceol57@gimiheo.com,32112500,대구광역시 북구 연경동,12225320
장상철,521207-1090255,010-9730-5519,myeongjagim@jusighoesa.com,44652635,전라남도 여수시 화정면 적금리,5217413
차민수,630827-2020139,010-4940-7999,ccoe@ju.kr,54684567,충청북도 청주시 상당구 용정동,11318956
김정남,891219-2481448,010-3074-6753,jiminyang@jusighoesa.org,46744839,울산광역시 중구 장현동,11545963
김순자,860323-1062952,010-7344-7306,xi@naijo.com,59137374,인천광역시 서구 당하동,12014896
김예은,770125-2599601,010-7977-4603,junyeong90@ju.org,26246300,전라남도 나주시 석현동,5239720
박지훈,100816-3142868,010-8584-5850,gwangsu54@gimseo.com,74290518,경기도 여주시 창동,29911971
이상철,980622-2774453,010-4233-9362,ominji@yu.net,11355750,경기도 시흥시 목감동,1376703
김정남,830314-1875427,010-8709-3284,tbag@jusighoesa.kr,92278691,대구광역시 수성구 수성동3가,15192914
이은경,841214-2552163,010-4266-6707,jbag@yu.kr,8906013,대전광역시 중구 선화동,4766910
김하은,120818-3412796,010-4747-2034,yeongho40@gimigo.org,54725851,전라남도 목포시 명륜동,11328229
전예진,690207-1941852,010-5504-9902,myeongjaca@ju.kr,83057050,인천광역시 부평구 갈산동,21783194
박지민,920823-1643942,010-2529-7638,jihyeonyun@icaju.com,89882745,세종특별자치시 세종시 다정동,6484886
최서윤,040113-3766938,010-8013-4636,iyeongho@gimigim.org,45344797,서울특별시 성북구 동선동4가,28376932
김은지,671217-2898808,010-3950-8184,sseo@yangjoi.org,27435452,대전광역시 대덕구 연축동,19671395
최승민,810828-2250287,010-1684-2314,jinu24@yunsimbae.com,53778740,충청북도 청주시 상당구 가덕면 한계리,9836422
남성현,770103-1181830,010-8443-5211,yeongja47@gocoegim.com,39945022,인천광역시 미추홀구 용현동,643025
남영식,730402-1404260,010-1697-4746,ryusanghun@yuhanhoesa.com,86462636,광주광역시 광산구 덕림동,15534939
이경숙,090806-3403255,010-7293-5649,seohyeon12@gimi.com,97167146,부산광역시 서구 토성동1가,14865853
김중수,840329-1911886,010-8203-8264,gimyeeun@ogimsin.kr,74334888,세종특별자치시 세종시 전의면 달전리,18911291
류서영,910412-2568988,010-4641-4921,gimyeongil@yu.net,90263629,경기도 의정부시 신곡동,8258068
이성수,680224-1307467,010-7436-8824,isong@ju.com,27565296,경상북도 안동시 일직면 국곡리,7989767
김민수,770716-1346832,010-7635-1428,hgim@jusighoesa.com,85322835,경상남도 김해시 진영읍 의전리,36937894
김윤서,970319-2048359,010-2030-1764,seoyunjang@noigim.net,25265133,광주광역시 광산구 지죽동,3330444
고상훈,011217-3523518,010-6927-3075,coehyeonjeong@yuhanhoesa.com,4639510,강원도 평창군 용평면 장평리,531833
최중수,920813-2272755,010-2697-3460,ijeonghyi@seocoe.kr,15659614,부산광역시 금정구 장전동,3413487
김지훈,600801-1422735,010-2708-5554,hayun43@gangbagjang.com,29083714,세종특별자치시 세종시 연서면 고복리,7971613
최미영,790512-2753553,010-7679-2214,hbag@janggimi.net,88386757,서울특별시 마포구 창전동,41933398
전수민,970603-1423982,010-4195-4213,li@ju.org,59263563,서울특별시 동작구 사당동,12598076
안준혁,601013-2135926,010-3414-4200,mjang@yu.kr,13837287,경기도 양평군 지평면 월산리,1024640
박시우,791225-1925282,010-4914-2278,seojiyeon@iha.kr,56474265,부산광역시 수영구 망미동,28948888
이준호,610425-1722938,010-1603-4632,vseong@ryuhong.com,78048230,세종특별자치시 세종시 연기면 보통리,197329
이수진,460313-1129541,010-1843-4787,caeweoncoe@yuhanhoesa.com,68159257,전라북도 장수군 장계면 명덕리,36058669
김준호,550419-2210910,010-3073-9769,ogja56@ju.kr,71933308,서울특별시 관악구 봉천동,18167300
김영미,870321-2593440,010-5931-5185,songyejin@ju.com,3747406,대구광역시 남구 봉덕동,165032
김영진,140317-3756038,010-3812-6125,abag@songyungim.net,80217508,강원도 양양군 현남면 동산리,5357403
김민재,690524-2688463,010-7359-8061,ogja05@bagi.com,13545783,서울특별시 서대문구 연희동,3231119
김시우,021204-3171472,010-3261-9873,coeseongmin@anigim.kr,54790284,부산광역시 연제구 거제동,13203810
조영희,660911-1459403,010-4949-1952,xha@ju.com,36755459,부산광역시 금정구 장전동,8350715
이민재,680816-1827453,010-8701-5108,hyeonui@igweoncoe.com,24217312,경상남도 사천시 곤양면 환덕리,5948673
윤성민,741112-2390557,010-7367-2118,hyejinhong@obaeg.com,45046970,경기도 오산시 내삼미동,15325164
김예원,441013-2203082,010-6740-8775,bagjunyeong@jusighoesa.com,11798463,광주광역시 서구 쌍촌동,1739466
배현우,140210-4362425,010-4646-9056,vbag@yuhanhoesa.com,52114852,전라남도 곡성군 입면 대장리,6738258
이지민,590124-2244431,010-5196-5950,hayun19@baeggim.com,48727796,부산광역시 사상구 괘법동,5321481
김영수,851103-1736092,010-5782-8595,gimjeongsun@ju.com,34496000,경상남도 사천시 사등동,19864664
최민서,070420-4323908,010-7339-4113,jeongnam04@ju.org,20699215,광주광역시 광산구 산막동,693322
강수빈,740731-1326178,010-3667-5979,sseo@jusighoesa.kr,8640717,강원도 영월군 영월읍 흥월리,774599
김미숙,770412-1862874,010-3871-3077,misug97@bagyun.kr,14135230,광주광역시 남구 구동,2830295
김준서,830614-2804553,010-5995-6290,sunja78@uyu.kr,97926951,대구광역시 동구 백안동,26701759
최은주,840409-2618992,010-1438-6926,junhyeog05@yuhanhoesa.kr,76713639,대구광역시 남구 대명동,7815931
이미경,821020-2802497,010-1070-3138,gyeongjai@gimbagseo.com,16781056,서울특별시 광진구 화양동,4029442
이순옥,960325-2313178,010-8417-2638,jinu30@ju.kr,14785583,울산광역시 남구 상개동,1649705
송경자,471118-2694227,010-4244-9574,san@yu.com,35854552,광주광역시 서구 세하동,1588981
강정순,040805-4301029,010-7527-1124,bagjihye@yu.kr,12985939,세종특별자치시 세종시 전동면 석곡리,1274879
김도현,920303-2042232,010-4476-8443,jeongnami@yuhanhoesa.org,84838544,인천광역시 옹진군 북도면 모도리,46379273
최현우,521206-1332718,010-7503-1563,yeongsuggim@baegjo.com,66221723,세종특별자치시 세종시 금남면 대박리,7724144
이유진,900719-2228863,010-2557-4091,khong@gimnam.com,76193209,충청남도 서산시 인지면 애정리,38071575
이종수,920118-1694523,010-2001-2008,gimseongmin@coebag.com,55684510,광주광역시 서구 광천동,4931294
홍영호,780920-2095205,010-4006-6276,seohyeon69@igweon.com,90616281,대구광역시 수성구 연호동,25322702
최현지,650829-1437673,010-3299-7093,yeongsig56@yuhanhoesa.com,72347077,울산광역시 동구 화정동,14551560
김상철,530810-1288781,010-1303-2347,ojang@iyun.org,84915008,서울특별시 강동구 길동,8483314
이준영,751113-2187619,010-3464-6310,hjeong@gimyun.com,17612416,충청북도 보은군 속리산면 사내리,3087925
김지혜,510603-1345329,010-4246-5680,hanjuweon@jusighoesa.net,12648265,서울특별시 도봉구 쌍문동,437672
장은주,850414-2704583,010-9012-5329,junho97@ogweongim.com,32367274,세종특별자치시 세종시 금남면 용담리,9233380
김지현,750429-2014134,010-2105-7697,ygwag@baegi.net,79821210,경상북도 영덕군 창수면 보림리,3244582
백지원,091020-4280224,010-5399-4428,yeongjini@baghonggim.net,50436901,전라북도 무주군 적상면 사천리,2139195
홍하은,470909-1105909,010-3776-9431,hson@hwangsong.com,87833480,서울특별시 도봉구 창동,4626846
강영숙,030205-4415476,010-7837-9686,hwangjeonghun@jusighoesa.kr,38821906,경기도 화성시 송산면 지화리,3577997
조은영,690519-1076446,010-6608-2333,jihyeon59@ju.com,83823436,제주특별자치도 제주시 우도면 연평리,27271949
홍서연,700305-1445103,010-2152-3331,hhan@ju.com,36554846,세종특별자치시 세종시 연기면 보통리,8178346
이윤서,621017-1488161,010-2765-4235,boram58@jusighoesa.com,57114217,전라남도 화순군 춘양면 회송리,3748620
고상현,560117-1493652,010-5750-4791,boramgim@ju.com,85467413,전라남도 광양시 다압면 고사리,28252843
이상현,600423-2322963,010-1192-6244,gimhyejin@yu.com,44199826,울산광역시 남구 고사동,3635229
진민지,091029-3473586,010-2604-7822,gangjiyeong@ju.kr,51192580,세종특별자치시 세종시 연동면 문주리,14148849
신미숙,010418-3831047,010-3763-4935,cunjamin@ibag.com,18555256,전라남도 구례군 구례읍 신월리,3201926
고정숙,940907-1003852,010-3932-1994,dohyeoni@jusighoesa.net,3599449,부산광역시 동래구 복천동,1053357
박은정,920701-2736300,010-3967-7165,mgim@ison.org,25772760,전라북도 진안군 진안읍 군하리,3140591
이준혁,010520-4682619,010-3384-2012,gimseojun@jusighoesa.kr,47406167,인천광역시 서구 원당동,1870664
오예지,981029-1410797,010-8055-8173,kseo@gimgimi.net,7409800,충청남도 천안시 동남구 북면 운용리,466971
박상현,050313-4472813,010-8384-2131,seoyeon41@igimjang.org,86858740,서울특별시 양천구 신월동,3713072
강선영,570128-2326239,010-7158-6613,miyeong08@coebag.net,10966307,전라북도 순창군 복흥면 산정리,3876378
지진호,760228-2233127,010-4949-5345,coejia@isinjeong.com,17736790,충청남도 청양군 대치면 농소리,7940962
박정훈,460519-2612933,010-5392-8340,minjaei@igweon.com,54258264,대구광역시 중구 동인동2가,8824278
박민석,690212-1601361,010-2956-1892,munyeweon@yu.org,83225846,강원도 인제군 남면 신남리,22996316
이지은,810406-2882051,010-3155-8226,donghyeonan@jusighoesa.com,84867545,강원도 고성군 죽왕면 문암진리,9092341
김민석,901223-2937284,010-3692-2762,hyeonui@gimgim.kr,17757179,대구광역시 중구 동성로3가,5527053
김은정,750723-1375822,010-5861-2867,minjungim@bagan.com,78609779,경상북도 김천시 감천면 금송리,29672792
이상현,090504-4949396,010-8330-1406,jihye17@yuhanhoesa.com,45310142,전라남도 담양군 수북면 풍수리,12483530
홍보람,510811-1182030,010-9588-4246,immigyeong@yuhanhoesa.com,75043312,전라북도 임실군 임실읍 성가리,48507135
서주원,970609-1117730,010-1472-7482,suminbag@iseong.com,58496888,경상북도 포항시 남구 동해면 임곡리,10147558
장정희,640920-1940653,010-9655-5083,jongsu33@ogimgim.com,9749975,경기도 용인시 처인구 원삼면 죽능리,2502182
박정자,800808-2230990,010-9512-6378,kgweon@yu.com,24649083,대구광역시 달성군 화원읍 명곡리,4580544
임상철,130924-4868296,010-7982-7404,jangjimin@bagigim.org,46703860,충청북도 음성군 대소면 오류리,23164907
류성훈,620914-1149550,010-3176-8444,gimsunja@baegbae.com,76414774,전라남도 무안군 청계면 도림리,9773110
배준영,680404-2528486,010-5718-4691,ihyeonjeong@yu.kr,95879283,제주특별자치도 서귀포시 대정읍 하모리,10474286
백옥순,930707-1910123,010-4895-6995,gyeongsu39@baggim.com,22694692,경기도 오산시 내삼미동,1448802
장영일,000128-4505471,010-3266-3310,jongsubag@gimui.org,54616910,대전광역시 유성구 용산동,6890078
성정웅,780325-1320435,010-2010-3439,ao@yu.kr,15177763,세종특별자치시 세종시 연기면 산울리,8023443
김영희,140718-3636493,010-3797-9149,vyun@yu.com,9209940,세종특별자치시 세종시 장군면 대교리,641499
구영길,720731-2740077,010-4597-8895,areum47@hwanggangcoe.com,11985539,부산광역시 동래구 복천동,4884192
조은서,091001-4000952,010-4180-1196,seongmin80@ju.com,88824024,제주특별자치도 제주시 애월읍 애월리,36455815
권미숙,530513-2594971,010-9665-7556,eunju52@bagjocoe.com,63345958,경상남도 함안군 칠서면 태곡리,535713
이정남,560317-2482646,010-4157-4084,si@ju.kr,40143244,인천광역시 미추홀구 문학동,2766970
박지우,921002-1516952,010-7255-3721,gimmyeongsug@ju.kr,80608945,충청북도 청주시 흥덕구 오송읍 정중리,12737634
이미숙,060817-3833989,010-4020-4574,imisug@uigu.kr,83300383,충청남도 천안시 동남구 병천면 탑원리,7831553
이건우,720722-2280349,010-4716-3147,doyungim@songseo.org,73086856,강원도 태백시 통동,3776939
송지혜,791026-2241036,010-7529-8079,gimminjun@yu.net,46264324,세종특별자치시 세종시 금남면 달전리,22288650
이상현,920709-1452334,010-9194-1326,songjihye@ju.kr,4621904,대구광역시 달성군 옥포읍 교항리,758640
나아름,980106-2797486,010-4444-9894,junhoi@icoebae.kr,11825167,인천광역시 남동구 서창동,665350
조서윤,061030-3724523,010-1946-4572,ogim@gimbagbaeg.com,26367571,인천광역시 중구 해안동4가,164866
이우진,830726-2895189,010-9380-9459,jihuhan@ju.org,43923629,대구광역시 달서구 상인동,24790276
권상현,460906-2327322,010-8385-7781,yunseunghyeon@ganghwang.com,89745150,울산광역시 울주군 삼남면 상천리,17713092
김민수,060327-3303266,010-7013-9203,ijeongsun@gimgweoni.com,2111500,부산광역시 부산진구 부암동,363019
김현우,471207-1852182,010-5458-1420,junhyeog39@jusighoesa.org,55287874,광주광역시 북구 누문동,6817841
문정자,900714-2896712,010-4187-4743,myeongsug90@baegim.org,31489935,강원도 동해시 망상동,10385403
김경자,141114-3444399,010-4190-4940,bbag@songgim.org,89986610,충청북도 증평군 도안면 연촌리,18639511
이하윤,751231-2060398,010-6128-2584,namjunho@bagi.kr,26528847,전라북도 완주군 봉동읍 용암리,4500549
김정남,970127-1939340,010-5264-8847,seungminbag@gimbag.net,43372432,충청남도 금산군 금산읍 상옥리,24866577
한유진,970518-2070741,010-9347-9813,seoyuni@jusighoesa.com,84206279,인천광역시 부평구 구산동,10454110
최영진,600222-2656893,010-9253-1131,bheo@gimbaggim.kr,14319717,인천광역시 옹진군 연평면 연평리,549171
김민준,780830-1146904,010-3071-4090,gangsumin@imgweongweon.com,21389885,제주특별자치도 제주시 아라일동,2223113
김은주,651210-2838266,010-4660-9231,haeun66@ju.org,33959570,대구광역시 남구 대명동,13915341
이유진,650919-2860292,010-3150-7158,jeongungi@yu.net,63632180,강원도 양양군 현북면 하광정리,13069008
김도윤,810204-2652125,010-5366-1240,jeongnamgim@usin.com,28621166,대전광역시 유성구 상대동,219632
박경희,770703-1098590,010-9379-9513,jinho27@gosonbag.com,99639206,제주특별자치도 제주시 오라이동,48809359
최아름,050610-3262267,010-4693-6418,ogjagim@ju.net,77152271,대구광역시 중구 북성로1가,3835521
이영길,860121-1215127,010-5987-2715,minsugim@gangcoe.kr,62931334,경기도 양주시 은현면 선암리,17313764
강하은,750429-2133913,010-6817-1463,sanghyeoni@gimgimsin.com,71868087,충청남도 태안군 소원면 파도리,41192047
윤서현,750504-2054523,010-1722-5486,ihaeun@gimigim.com,80564719,세종특별자치시 세종시 연기면 보통리,9158875
김광수,101013-3055895,010-2943-6880,seunghyeon54@yuhanhoesa.org,59241764,전라남도 담양군 수북면 주평리,7795950
김영호,120528-4036623,010-5273-3225,sanghungo@baeggimgweon.org,82233305,충청북도 단양군 적성면 대가리,55194003
이재호,640305-1431135,010-5356-8124,yo@iii.net,16460550,전라남도 강진군 옴천면 봉림리,2235222
윤하윤,760809-2516521,010-5163-6070,ominjun@gimsonbag.net,74174221,부산광역시 금정구 부곡동,6062514
박옥자,950323-2614194,010-9167-9173,jeongnamgim@jusighoesa.org,23573737,대구광역시 달성군 논공읍 남리,2667562
서현주,740818-2828764,010-3703-2268,minsusim@bagjeong.kr,93557644,서울특별시 금천구 가산동,18835633
최서준,890213-2118995,010-8377-1621,qgim@yu.kr,47720387,강원도 춘천시 동면 평촌리,7518766
최상호,670724-1153684,010-9750-6175,jeonghyihwang@yuhanhoesa.net,26449475,전라북도 진안군 용담면 월계리,4098204
진정순,540807-1295592,010-4862-7132,mgim@giman.org,9244627,제주특별자치도 서귀포시 안덕면 창천리,5567352
박정웅,670421-1543985,010-9362-7283,qi@jusighoesa.com,70596073,울산광역시 동구 일산동,4178656
최민수,490318-1332069,010-5579-3633,ijeonghun@yuhanhoesa.kr,19709107,경상북도 경주시 노서동,9016994
이상호,020822-3070084,010-6563-6588,jia35@yuhanhoesa.org,94465590,충청남도 청양군 장평면 지천리,8599218
서지우,130806-3968983,010-2941-9159,jeonghyi96@ju.kr,15170330,대구광역시 달성군 현풍읍 상리,4731855
구지훈,640724-1612870,010-8845-6987,pcoe@jusighoesa.com,77167609,울산광역시 중구 남외동,9833251
서중수,730608-2086339,010-5562-7039,jiu27@yu.kr,35247632,광주광역시 북구 연제동,1074086
박준영,480905-1267382,010-4333-7527,ogjai@gimbaei.com,9492785,전라남도 함평군 월야면 예덕리,2164460
김서영,700212-2131842,010-2849-7456,gimhyeonjun@baegi.com,77532791,대구광역시 남구 이천동,35920772
최예원,700323-1213791,010-9754-2253,yejimun@songjangjang.net,17564028,경상남도 창원시 성산구 가음동,1409116
허진우,030611-3004548,010-9632-1844,yunseoi@goyungim.com,12835038,광주광역시 서구 농성동,2035694
김지민,521115-2929038,010-5643-6041,eo@janggimbag.com,9348304,강원도 인제군 남면 신월리,910414
이민서,860612-1627269,010-3232-7252,jeongho04@songgim.com,36597172,대전광역시 대덕구 용호동,7031607
김정웅,860707-2289839,010-2083-9417,pgwag@gimi.net,3988885,대전광역시 서구 산직동,865272
김지영,110419-3802806,010-6135-8385,igim@jusighoesa.kr,85041772,울산광역시 북구 송정동,53562333
김지원,750929-2376229,010-8250-5458,xi@jojang.net,86182474,전라남도 무안군 청계면 사마리,4079136
권경수,661226-2138752,010-5792-5238,junhyeog13@jeoni.com,42873822,세종특별자치시 세종시 전의면 관정리,2927041
김채원,550715-2415560,010-7921-5438,sonyeongho@seoi.com,77458990,부산광역시 영도구 신선동1가,7792900
유성민,540823-1905592,010-8466-2688,yeongmigim@munim.net,95050495,대구광역시 북구 노곡동,38254845
박영순,000610-3396759,010-2303-7808,misuggim@yuhanhoesa.com,83910296,충청북도 괴산군 괴산읍 검승리,3073864
박영자,850829-1925028,010-8460-8326,minjuno@hanbaehan.com,92891548,경상남도 창녕군 창녕읍 술정리,25264572
김영길,100212-3939976,010-9291-9182,myeongja37@yuhanhoesa.org,32940403,대전광역시 대덕구 법동,8434517
이준혁,520623-2670903,010-3382-9945,hyeonsuggweon@yu.kr,47216109,경상북도 울릉군 울릉읍 독도리,7578348
남민지,820110-1059018,010-6559-3480,hyeonjun03@bagyun.kr,81320424,부산광역시 해운대구 좌동,4517095
김지훈,451124-1358372,010-3839-7237,coesiu@jusighoesa.com,30496296,경상남도 창원시 성산구 반송동,1494094
김성민,500501-1933245,010-3384-9141,yeonghyi58@yuhanhoesa.com,67299318,울산광역시 중구 동동,9356301
서진호,720810-1124181,010-2854-9000,myeongsugcoe@yuhanhoesa.org,94046137,전라북도 무주군 무풍면 지성리,12344004
김경희,800601-1589178,010-3467-4417,hyeonu10@jusighoesa.com,19908073,인천광역시 연수구 송도동,4110015
김하윤,980408-1260399,010-4244-3614,sujinbag@iryu.com,91085892,대구광역시 중구 화전동,8392060
한상훈,860526-2332823,010-5249-4718,yeongjinbag@yu.com,53842708,전라남도 담양군 용면 통천리,10510043
박미영,750413-1493279,010-3513-1674,simogsun@yuhanhoesa.com,36685970,강원도 양구군 남면 야촌리,420155
김미경,660821-1798728,010-3867-6970,gangseunghyeon@bagiha.com,98329019,경기도 수원시 팔달구 중동,1836295
홍영식,810619-2202920,010-2317-2711,gimseonyeong@gimihwang.net,51635124,경상남도 함양군 유림면 서주리,13274964
이민수,880915-2218854,010-7979-6724,seoyun47@gimgim.com,19855521,제주특별자치도 제주시 이도일동,1887124
한서영,920828-1728758,010-7196-9766,sunja42@baeggimca.kr,43565756,대전광역시 동구 대성동,6351497
김도윤,740105-2265256,010-9450-9425,baghyeonsug@yu.kr,64765771,경상북도 울릉군 서면 남서리,24739636
홍지후,460108-1441133,010-7352-6136,byeongceol70@yuhanhoesa.kr,9343277,울산광역시 울주군 두서면 인보리,1771214
손건우,650224-1287665,010-5910-5196,misug28@gimseo.org,28012741,인천광역시 동구 창영동,6693747
김민서,790315-2604848,010-7116-5468,seoyeon80@ii.com,75385787,울산광역시 북구 구유동,489835
윤수진,460808-2512201,010-9614-7447,sunog17@ooi.kr,31980899,부산광역시 동래구 온천동,9387526
최명숙,930818-2195581,010-7517-1911,jihun57@yu.org,45213693,전라남도 여수시 화정면 상화리,3740285
손준호,880607-2134780,010-3871-5327,byeongceoli@yuhanhoesa.com,68485681,전라남도 보성군 노동면 감정리,40237993
김준서,550629-1427111,010-9266-9435,coemijeong@coegim.com,26908252,경상북도 의성군 의성읍 중리리,1499717
김우진,720510-2242754,010-1077-7111,hayunha@yu.net,31461301,부산광역시 사하구 장림동,1466885
남상훈,800717-1302650,010-1195-8630,gimjaeho@yuhanhoesa.com,8337910,경상남도 거제시 연초면 오비리,4128702
차지영,901225-2232261,010-4954-6720,misug41@hongan.net,90593142,울산광역시 울주군 삼동면 조일리,28420878
장옥자,510220-2463638,010-7844-8574,minji11@gimgim.kr,6723674,세종특별자치시 세종시 금남면 영대리,263991
박민석,580716-2773812,010-9236-5650,junseobag@jusighoesa.com,31391544,인천광역시 서구 불로동,11200361
김지은,910831-2020983,010-5549-6770,fi@yuhanhoesa.net,80475512,세종특별자치시 세종시 금남면 영대리,13297789
이서연,870210-1099459,010-1232-6750,miyeonggim@coebag.com,33323758,서울특별시 은평구 대조동,102959
김서윤,800327-1173690,010-6375-5887,mi@yuhanhoesa.kr,29434493,충청북도 청주시 서원구 남이면 상발리,2240271
손미경,680331-2640460,010-8224-8209,ebag@ju.com,55033643,울산광역시 남구 용잠동,24201408
김숙자,921209-1962359,010-2059-9072,simjiu@ju.kr,28522203,충청남도 아산시 도고면 금산리,11231440
박도현,730215-1744802,010-1177-8603,gimjeongja@hanbaggim.net,44126292,경기도 이천시 백사면 상용리,2055599
한영철,140203-4121401,010-8097-9255,hayungim@hwangminmun.net,57971270,부산광역시 동래구 명장동,8860981
윤병철,800702-2689123,010-5006-3287,gimjongsu@gimyang.com,72527837,부산광역시 사하구 다대동,19473455
고옥순,740920-2716795,010-8395-3049,anhaeun@jeongyanggim.kr,37337771,인천광역시 미추홀구 숭의동,12833071
백정훈,800320-1891025,010-4078-2562,sumin05@yuhanhoesa.org,10000488,경상남도 의령군 칠곡면 산남리,1427576
김상철,930509-2489074,010-1339-4483,egim@yuhanhoesa.com,80664022,광주광역시 남구 칠석동,490595
이영희,751103-2180415,010-8253-9139,iseoyeong@gweonsim.kr,63428186,광주광역시 남구 송하동,2313583
김서준,490316-1542084,010-6395-9397,ngwag@coebag.com,47304167,전라남도 신안군 임자면 삼두리,734586
노영순,601216-1810372,010-5776-1340,yeongsug32@goijeon.kr,44598245,강원도 원주시 지정면 월송리,9667582
곽미정,841223-2520926,010-6308-2845,anhyeonjun@yuhanhoesa.kr,92021159,광주광역시 북구 오치동,14049714
