name,ssn,phone_number,email,income,address,monthly_spending,matching_key,mk_serial_number
주은정,610622-1328389,010-9895-2696,hyejini@yuhanhoesa.com,37086066,전라남도 진도군 지산면 보전리,6137990,d7c5fc0abcbdf434ddec533d0d965cf92f9b1df9f8483a433797b1ed0aa60dbc,datas.csv23
최영철,650106-1724623,010-7994-4693,bagyeongjin@jusighoesa.kr,26854164,대구광역시 동구 미대동,3533394,d68c4bd6b26d3b130504e31d5b2ce0cace4f08c6d24b3635663c297a7add6aee,datas.csv24
김지원,530112-2283134,010-4029-7469,minji41@ju.net,42683163,울산광역시 동구 화정동,134354,e09726a14e1f76a93d6703bbf17d0d8df3b4ea93823d5720f59f10a21aa73d2f,datas.csv25
김지현,970202-1663391,010-5187-2329,yuseongsu@mingim.com,15060649,전라북도 익산시 여산면 태성리,2753012,ce0b2eaa42d59c511298b7789d0a5cbc90cdec1b8a5efe4a04f83e75d5e344cc,datas.csv26
전영일,040122-4273269,010-6176-5986,pi@heoseo.com,14391104,세종특별자치시 세종시 한솔동,5492207,7df704211ab107d0a842b215225fdedd83de82faa576c019fac608a8a57ccbaa,datas.csv27
김서준,660715-1464728,010-8149-7061,zyang@bagigim.com,44654774,광주광역시 서구 쌍촌동,659578,31c7c477833eac39a5913fa7500630447415690a6be42684db1107cad0fea5e2,datas.csv28
박현준,560306-1503993,010-4316-5781,namseohyeon@janggim.com,72558357,경상남도 창녕군 남지읍 남지리,1113557,9011db17f9c8c724145e3e972f99961c07ab2589e35f62dd84b01b362883a559,datas.csv29
윤지훈,050717-4141190,010-6274-2650,ibag@ju.org,93485962,경상북도 구미시 옥성면 구봉리,36552151,743caf43bcb6ff60e852e6f3ddd81eaa78e254cd8900d800491ecdc5dda08b46,datas.csv30
윤서윤,101012-3934605,010-2235-7609,seoyejun@gimgimgim.com,33110225,전라북도 전주시 완산구 전동,1968670,bfc0ee4a5132bacdd6861c412e859cef3f77919471f2a25f29bf59182eeb9cf2,datas.csv31
허현정,500128-2728254,010-3040-3305,bbag@hanim.com,61964028,대구광역시 북구 읍내동,9925592,054e4480c166f446d88f3268fc86b23906d424c5eccfd0b44ccf9c6452201ad2,datas.csv32
박승민,710622-1395993,010-8451-6744,jeongsug51@jusighoesa.com,5570131,부산광역시 북구 금곡동,1268264,393b514bfc3e47a0422a88ec00f42cc5fae6c446bdfa50575075c96c917a7fd4,datas.csv33
차현준,950912-2569290,010-7069-8317,oryu@gimyubag.com,25790879,경상북도 영천시 고경면 덕정리,6944229,37ade925f372898cd3217f62116294013fc43761453ff83f8499e25a0864f49b,datas.csv34
김옥자,770315-1468056,010-9225-8637,jeonghuni@jusighoesa.net,51214643,제주특별자치도 서귀포시 도순동,2738000,0b1496c9e6fe8d9a5ce978b5750af9c4a65208c2099e34b003c4950424fdbf80,datas.csv35
김현숙,070508-4386146,010-6997-3548,ogim@jusighoesa.com,42422683,광주광역시 광산구 연산동,9616847,2a4f84b7cfc83a3e29edbc17d815daef9514c77829a2aa64e53159052eb9d269,datas.csv36
고지우,680207-2077609,010-7490-8445,namyeongsu@jangseogim.kr,30145747,경상북도 의성군 안계면 토매리,9508869,eff7790c1121cd4cc8bc40e656f6de2e9033881785a4e2e5a641973719383a21,datas.csv37
박준호,520117-2809720,010-6890-4765,yeonghwan15@jangisim.com,29202765,세종특별자치시 세종시 장군면 금암리,1653126,c0463e7f656d9c2c5993686bc456205d7ec1f9b286e701e37b30ac46d8637ffa,datas.csv38
황도윤,570304-1385839,010-7914-4452,seonghyeongim@jangbaeg.net,41489281,서울특별시 노원구 월계동,14390147,1d408f844ca926bcd87a53b98e90f0689549e3ad55c6139b9668fa4aedc86a00,datas.csv39
이정수,881019-1398030,010-2436-6060,yeongil18@ibagjang.kr,82475936,강원도 원주시 지정면 월송리,8471649,fbe18e63c23603ffcda219a5d814df3fc8fd2f4624a40f893c9c77ecc10782dc,datas.csv40
김미영,511018-1441110,010-4220-6556,junho41@yuhanhoesa.com,19502207,울산광역시 북구 시례동,8336269,1262200e058ab959e7efc83d650578974b71c593c204da0a12aefe0945fec791,datas.csv41
박중수,470508-1406773,010-2625-7015,jeongsug57@yu.com,57243899,전라남도 영광군 법성면 화천리,2594736,0328d41eb59b4984829d40e3b76223634d6a53745a8c2a5c8ee71095acdde34e,datas.csv42
안선영,470329-2487824,010-6974-5291,wson@yu.net,52497197,충청남도 서산시 지곡면 환성리,8211121,76259a89e84baf983c0bf17d8b9aee8f5212df2c0f30750e86e77d8ce92ac12c,datas.csv43
김영호,900328-2781651,010-4998-1462,yeongsigi@yu.org,26868317,세종특별자치시 세종시 연동면 다솜리,3843958,2475dd534c834ba77a893b48be17ddddcd988bc004eda8d140c304502f832581,datas.csv44
이도윤,510702-2841196,010-1066-2032,iboram@yu.kr,65693398,강원도 횡성군 횡성읍 영영포리,11379181,53435d2e17083cc0e564ec699c7e3855d3ba8fd240eba5f576588fa6df2a1a16,datas.csv45
이도현,591015-2506223,010-8686-6155,byeongceol57@gimiheo.com,32112500,대구광역시 북구 연경동,12225320,4497d94556956f2eb2b319196a4c2c6a78250e129a99195ca36aa61f63831363,datas.csv46
장상철,521207-1090255,010-9730-5519,myeongjagim@jusighoesa.com,44652635,전라남도 여수시 화정면 적금리,5217413,c8729a4c08553f84c37a0dbdee18360ca1a7b72a702eb9c5d76b0b12df08d2e0,datas.csv47
차민수,630827-2020139,010-4940-7999,ccoe@ju.kr,54684567,충청북도 청주시 상당구 용정동,11318956,70467b5e1dc1780f06eca026de5724eb2709e0d741e14e43b0b10bb72666f34a,datas.csv48
김정남,891219-2481448,010-3074-6753,jiminyang@jusighoesa.org,46744839,울산광역시 중구 장현동,11545963,b843b6558ce10185e9da96d02f9f4bd34d8c5824b91b230db5ab698c3c5084ad,datas.csv49
김순자,860323-1062952,010-7344-7306,xi@naijo.com,59137374,인천광역시 서구 당하동,12014896,bb35bcd9856da3cb3ce8a4147cb312f7991f7b3cb7611ac7734f5b55a6362a8d,datas.csv50
김예은,770125-2599601,010-7977-4603,junyeong90@ju.org,26246300,전라남도 나주시 석현동,5239720,4f063c7cea9c38675a708d218d247df4df66d699ca25cd5e961f8f68b83c1d98,datas.csv51
박지훈,100816-3142868,010-8584-5850,gwangsu54@gimseo.com,74290518,경기도 여주시 창동,29911971,f5840c1269db4688f750d726e7dd84e910ac4e6a149dbe970d1e052bec3e1342,datas.csv52
이상철,980622-2774453,010-4233-9362,ominji@yu.net,11355750,경기도 시흥시 목감동,1376703,9c1eddc41f4cbd9f0794cbe02b633859c9b325968e0b64fcfec2560c977401ac,datas.csv53
김정남,830314-1875427,010-8709-3284,tbag@jusighoesa.kr,92278691,대구광역시 수성구 수성동3가,15192914,e37c63b98d1023dac7263c6acff1f664bc2dd661aa313b303544b3acc76ad094,datas.csv54
이은경,841214-2552163,010-4266-6707,jbag@yu.kr,8906013,대전광역시 중구 선화동,4766910,1b19c8d0ee37b606a084c33bef187073ffce839f9cd187040a823c92f9c21741,datas.csv55
김하은,120818-3412796,010-4747-2034,yeongho40@gimigo.org,54725851,전라남도 목포시 명륜동,11328229,4f9a7d5318616698377fb530c88e45fe91a34c97319e29cad5a8f7f3243ba620,datas.csv56
전예진,690207-1941852,010-5504-9902,myeongjaca@ju.kr,83057050,인천광역시 부평구 갈산동,21783194,c749b0de756165f3cd2c9f38434116bdba807f81b0af35000a814f342fe91622,datas.csv57
박지민,920823-1643942,010-2529-7638,jihyeonyun@icaju.com,89882745,세종특별자치시 세종시 다정동,6484886,f84f62365b673f49f8edfda4635c0808afb4f32db42a534ec3775955572b48c8,datas.csv58
최서윤,040113-3766938,010-8013-4636,iyeongho@gimigim.org,45344797,서울특별시 성북구 동선동4가,28376932,6876819355c429e3441118dc193c128e3e3b617953fd103cf3359e47216749ef,datas.csv59
김은지,671217-2898808,010-3950-8184,sseo@yangjoi.org,27435452,대전광역시 대덕구 연축동,19671395,424e097e11d2fc6d239d5ca2e6dbdab71c8eb326bd4bcc1f989b3fb80fdb4c01,datas.csv60
최승민,810828-2250287,010-1684-2314,jinu24@yunsimbae.com,53778740,충청북도 청주시 상당구 가덕면 한계리,9836422,016e742f537e753e3340fc8b98c4357f4d34d95ad9e73b2bbafa89da1cbb0652,datas.csv61
남성현,770103-1181830,010-8443-5211,yeongja47@gocoegim.com,39945022,인천광역시 미추홀구 용현동,643025,53433a57fbfda726435c0020cb57e5d0b0b095b0fb54050e20c38371f3bfd3da,datas.csv62
남영식,730402-1404260,010-1697-4746,ryusanghun@yuhanhoesa.com,86462636,광주광역시 광산구 덕림동,15534939,55896e41052ff044a272c1b31d8578a2136d7b14436058c84a242e31c4d09f75,datas.csv63
이경숙,090806-3403255,010-7293-5649,seohyeon12@gimi.com,97167146,부산광역시 서구 토성동1가,14865853,ead2f60e2f6885c1cdb7aee1d7a245613577786ffee0bbeac0d2cb21b6d8aba8,datas.csv64
김중수,840329-1911886,010-8203-8264,gimyeeun@ogimsin.kr,74334888,세종특별자치시 세종시 전의면 달전리,18911291,26f51d4dae6cee1b4f9eab0ab5c65393cc46556f24d309182abc13c9f1bc21a8,datas.csv65
류서영,910412-2568988,010-4641-4921,gimyeongil@yu.net,90263629,경기도 의정부시 신곡동,8258068,d85f40a7699d913f1cc2767f1f0d107f822556394089a35ce8568d5b14e4b487,datas.csv66
이성수,680224-1307467,010-7436-8824,isong@ju.com,27565296,경상북도 안동시 일직면 국곡리,7989767,8aff8b9429ef87d78fb92caf962ee0290c0b4fe486868d8a07f8b0f7fe85fad8,datas.csv67
김민수,770716-1346832,010-7635-1428,hgim@jusighoesa.com,85322835,경상남도 김해시 진영읍 의전리,36937894,3bc875cd6a29ae3424770e19f666cebf83c7f9f59e2472b7eafe2a6282117132,datas.csv68
김윤서,970319-2048359,010-2030-1764,seoyunjang@noigim.net,25265133,광주광역시 광산구 지죽동,3330444,ea28e081a351af5027830003e3e4c9f7c8a7237c5be8a438b4c6affd3a5cb088,datas.csv69
고상훈,011217-3523518,010-6927-3075,coehyeonjeong@yuhanhoesa.com,4639510,강원도 평창군 용평면 장평리,531833,9a971f724c12d21dfba46bc8888dcd87d4d5c403e5666ce048167b4ce9391e1d,datas.csv70
최중수,920813-2272755,010-2697-3460,ijeonghyi@seocoe.kr,15659614,부산광역시 금정구 장전동,3413487,f2f270ffbfd3219cee46a20e5262ab070581e966646f201ecfa43c932862c29c,datas.csv71
김지훈,600801-1422735,010-2708-5554,hayun43@gangbagjang.com,29083714,세종특별자치시 세종시 연서면 고복리,7971613,ee12721c604f50239032fd405eb525e6ecad0d681b5603de9b88647e400a0f70,datas.csv72
최미영,790512-2753553,010-7679-2214,hbag@janggimi.net,88386757,서울특별시 마포구 창전동,41933398,537a4bc061d17dabf30a5381737b597270457c1f86ab1460dd4db215a24f8db2,datas.csv73
전수민,970603-1423982,010-4195-4213,li@ju.org,59263563,서울특별시 동작구 사당동,12598076,ce03f6eebab959d4bc178b128e7c6c451c6e8cd0c48cf623fd643a2ec7895c7c,datas.csv74
안준혁,601013-2135926,010-3414-4200,mjang@yu.kr,13837287,경기도 양평군 지평면 월산리,1024640,5657aa04ac3fb61808d46e12d2c29aa8116c55d978d6b7dd1c02474e6524815e,datas.csv75
박시우,791225-1925282,010-4914-2278,seojiyeon@iha.kr,56474265,부산광역시 수영구 망미동,28948888,f815c2d575f607731b6f5a94a8103013ed94182af3b46d199ab9f900728d2879,datas.csv76
이준호,610425-1722938,010-1603-4632,vseong@ryuhong.com,78048230,세종특별자치시 세종시 연기면 보통리,197329,b4c4ef628a472af03a7ed79aa9d9d15142f103d731a482a026c4635e6a5606ff,datas.csv77
이수진,460313-1129541,010-1843-4787,caeweoncoe@yuhanhoesa.com,68159257,전라북도 장수군 장계면 명덕리,36058669,67c705bc3fc055baf407c25a8c089dc831ede2e51adb09152ff6d4f29707a02e,datas.csv78
김준호,550419-2210910,010-3073-9769,ogja56@ju.kr,71933308,서울특별시 관악구 봉천동,18167300,8597ab67b8489698dde11cc730a17561500ff29de8a9032fb431050dfe14021e,datas.csv79
김영미,870321-2593440,010-5931-5185,songyejin@ju.com,3747406,대구광역시 남구 봉덕동,165032,91290b5b29fa67d0c2d2d90812ac616c33015ebb5faecc01121cbce0b8c96daf,datas.csv80
김영진,140317-3756038,010-3812-6125,abag@songyungim.net,80217508,강원도 양양군 현남면 동산리,5357403,1e615dc9c4799ea1f967e431795f3722433cea14a5bf7e97302b9337ea5338f3,datas.csv81
김민재,690524-2688463,010-7359-8061,ogja05@bagi.com,13545783,서울특별시 서대문구 연희동,3231119,dee48a7fa7bf9b104ad37637779d4cf9d67571afe99816981b15a67128a008a1,datas.csv82
김시우,021204-3171472,010-3261-9873,coeseongmin@anigim.kr,54790284,부산광역시 연제구 거제동,13203810,65e5d5268a1c61ee4011a29109b9ce6cc981ec35411878eaba8f948e70556367,datas.csv83
조영희,660911-1459403,010-4949-1952,xha@ju.com,36755459,부산광역시 금정구 장전동,8350715,987736684b642b4c4cad3f23aca21fc3bba1ad66ba3676ace89ffd40761560c6,datas.csv84
이민재,680816-1827453,010-8701-5108,hyeonui@igweoncoe.com,24217312,경상남도 사천시 곤양면 환덕리,5948673,5ef36a6c5433ef4047fd1aeeca7d3d3c7fc74da0b2e68c7fed51f93b6ce586d2,datas.csv85
윤성민,741112-2390557,010-7367-2118,hyejinhong@obaeg.com,45046970,경기도 오산시 내삼미동,15325164,f9099fd01e25bad948ee62dce735c4bc282ca7492e64364b0748a28ebee504de,datas.csv86
김예원,441013-2203082,010-6740-8775,bagjunyeong@jusighoesa.com,11798463,광주광역시 서구 쌍촌동,1739466,a21ca28612f1e756621ba58dd95d3c6da4bd02b8d096a1a1cdb7b52b179f852d,datas.csv87
배현우,140210-4362425,010-4646-9056,vbag@yuhanhoesa.com,52114852,전라남도 곡성군 입면 대장리,6738258,977038b044c47557250d6adcec1a321912da7ccdabf7afe054e319aed2883096,datas.csv88
이지민,590124-2244431,010-5196-5950,hayun19@baeggim.com,48727796,부산광역시 사상구 괘법동,5321481,1bcf56ebaa6bda74ec9d7e153242d2f227c1a5414356bd7360d50a8c861089c4,datas.csv89
김영수,851103-1736092,010-5782-8595,gimjeongsun@ju.com,34496000,경상남도 사천시 사등동,19864664,63f58f9c690ddddf266ad06ce70331666450f841d18357ba9195a107e5503776,datas.csv90
최민서,070420-4323908,010-7339-4113,jeongnam04@ju.org,20699215,광주광역시 광산구 산막동,693322,2530d1347aba0fd9f8654a48bc240216a3c5922be5f9fe152a0b92578c8639b2,datas.csv91
강수빈,740731-1326178,010-3667-5979,sseo@jusighoesa.kr,8640717,강원도 영월군 영월읍 흥월리,774599,65d27d1f9828e3e89fe06a5bae47d0c6fe9cdb3302915ea55806a91e7d43c32a,datas.csv92
김미숙,770412-1862874,010-3871-3077,misug97@bagyun.kr,14135230,광주광역시 남구 구동,2830295,dc12605aeab8a5bbf295697d54ce0bc2a6bbc20f7c57b0069b7412224cf9c4b5,datas.csv93
김준서,830614-2804553,010-5995-6290,sunja78@uyu.kr,97926951,대구광역시 동구 백안동,26701759,212a0b71e5459c8ef9935be0701005fc5089e7e52c374caea56b2c164bfc428f,datas.csv94
최은주,840409-2618992,010-1438-6926,junhyeog05@yuhanhoesa.kr,76713639,대구광역시 남구 대명동,7815931,57caed9e56264f834ac2a04917e97e3954aa9b8c8998828b9ab5782aadc7d060,datas.csv95
이미경,821020-2802497,010-1070-3138,gyeongjai@gimbagseo.com,16781056,서울특별시 광진구 화양동,4029442,114d88c817e2fe049c75e2f6c5ed82f9985e233b5e3fd06d412a821e9db16bba,datas.csv96
이순옥,960325-2313178,010-8417-2638,jinu30@ju.kr,14785583,울산광역시 남구 상개동,1649705,90709bb82c87d7a99d485ce14bbed002e107b088fdac223442eca3973bae073e,datas.csv97
송경자,471118-2694227,010-4244-9574,san@yu.com,35854552,광주광역시 서구 세하동,1588981,f5250699953af70e8d8fe4890635aac33674bf99e5b514a8febd489f40905da3,datas.csv98
강정순,040805-4301029,010-7527-1124,bagjihye@yu.kr,12985939,세종특별자치시 세종시 전동면 석곡리,1274879,0dea7e55a6e8caee583378721fdfaeefa0d9ae7da9a5710e44f3076f5d230390,datas.csv99
김도현,920303-2042232,010-4476-8443,jeongnami@yuhanhoesa.org,84838544,인천광역시 옹진군 북도면 모도리,46379273,3d500d6514f94c72e704197152d6d290e17c62d4dc73aad49a1ff50d0e4a73ff,datas.csv100
최현우,521206-1332718,010-7503-1563,yeongsuggim@baegjo.com,66221723,세종특별자치시 세종시 금남면 대박리,7724144,58d833eb67e67cced76fb80f020d0eb670c1f01701d87a8a9becc40fd38cbc1e,datas.csv101
이유진,900719-2228863,010-2557-4091,khong@gimnam.com,76193209,충청남도 서산시 인지면 애정리,38071575,7ca2e6a7212187ff6d11b951ebcfce90ae308908012aecbd29d4e3b8c7a6c98a,datas.csv102
이종수,920118-1694523,010-2001-2008,gimseongmin@coebag.com,55684510,광주광역시 서구 광천동,4931294,c02f1dd0452775f40424438df932e1b21b42a5ff318c62c8f159babc6138dc5d,datas.csv103
홍영호,780920-2095205,010-4006-6276,seohyeon69@igweon.com,90616281,대구광역시 수성구 연호동,25322702,778c9eec071aa850013db5e5e61f8141109d10baf4e3d27da87c42e0c8331afc,datas.csv104
최현지,650829-1437673,010-3299-7093,yeongsig56@yuhanhoesa.com,72347077,울산광역시 동구 화정동,14551560,7440c24a57526961580397990bd0768e1efa3256751ebe094e2949c6db93b9da,datas.csv105
김상철,530810-1288781,010-1303-2347,ojang@iyun.org,84915008,서울특별시 강동구 길동,8483314,721d094fbf01b98f19b9a0c7b3aee8c64c790ceba36b7dc71ec82b7695ea33df,datas.csv106
이준영,751113-2187619,010-3464-6310,hjeong@gimyun.com,17612416,충청북도 보은군 속리산면 사내리,3087925,ea9773c353e940a43aacaa0d2bd5ca11f1ca9e97c243e7f05a13f4495cd09079,datas.csv107
김지혜,510603-1345329,010-4246-5680,hanjuweon@jusighoesa.net,12648265,서울특별시 도봉구 쌍문동,437672,ba324ffaa2ecf292324859685a84ba763cfcd7e3f50a269ae5221054ac7c3a99,datas.csv108
장은주,850414-2704583,010-9012-5329,junho97@ogweongim.com,32367274,세종특별자치시 세종시 금남면 용담리,9233380,855457b51f81d209329bd666579a5be7c0de1acbe6db7028eb043616c502f0e1,datas.csv109
김지현,750429-2014134,010-2105-7697,ygwag@baegi.net,79821210,경상북도 영덕군 창수면 보림리,3244582,08e8f9d85393d06f6dd5cc7023aecc91a15e7ee28eb3b89ada091efeab157e69,datas.csv110
백지원,091020-4280224,010-5399-4428,yeongjini@baghonggim.net,50436901,전라북도 무주군 적상면 사천리,2139195,515d8074aab8baff7d93b80dc7bec10c5192506e1c09a202c2961a83b5d082fd,datas.csv111
홍하은,470909-1105909,010-3776-9431,hson@hwangsong.com,87833480,서울특별시 도봉구 창동,4626846,bb48c7156e87cd8f721f16a0fa90327f6a5cf97071edc7398a89a9a2413f6166,datas.csv112
강영숙,030205-4415476,010-7837-9686,hwangjeonghun@jusighoesa.kr,38821906,경기도 화성시 송산면 지화리,3577997,411d7f48cd59dda197d180666d2ca390429b642af6ddeae95a229527cafbb614,datas.csv113
조은영,690519-1076446,010-6608-2333,jihyeon59@ju.com,83823436,제주특별자치도 제주시 우도면 연평리,27271949,3d331831069fe783804a35dcc73eb90b91fa756913a045912a51004813970540,datas.csv114
홍서연,700305-1445103,010-2152-3331,hhan@ju.com,36554846,세종특별자치시 세종시 연기면 보통리,8178346,9e976cb9cacc82baafd5c6b2c86363173401f1bc62380b7b8553fd58cfeb05f7,datas.csv115
이윤서,621017-1488161,010-2765-4235,boram58@jusighoesa.com,57114217,전라남도 화순군 춘양면 회송리,3748620,1adc0a9611da576a06b7cf151025bca40be49cd798fa753fa181eb906ec9d7cd,datas.csv116
고상현,560117-1493652,010-5750-4791,boramgim@ju.com,85467413,전라남도 광양시 다압면 고사리,28252843,752c507a436ed1474176c5249186c5b1971870d54da2e37bba73bf50492951cc,datas.csv117
이상현,600423-2322963,010-1192-6244,gimhyejin@yu.com,44199826,울산광역시 남구 고사동,3635229,54602761740df165fdb7c9e349ca2421018b4dd93adca7899fb18932cf9d3e7f,datas.csv118
진민지,091029-3473586,010-2604-7822,gangjiyeong@ju.kr,51192580,세종특별자치시 세종시 연동면 문주리,14148849,858e80a996b0caccb46e7a4a9597abf95a7ed9ad332d76206adb03516f4a54bb,datas.csv119
신미숙,010418-3831047,010-3763-4935,cunjamin@ibag.com,18555256,전라남도 구례군 구례읍 신월리,3201926,6686be922ad0c36c79c7335efd43d6aec6b2f22b1e72ff31cd5b33902b02069f,datas.csv120
고정숙,940907-1003852,010-3932-1994,dohyeoni@jusighoesa.net,3599449,부산광역시 동래구 복천동,1053357,8b7a39839a91ee2a39fb256c82ba8e69800403635a622b555cc814244d965a5d,datas.csv121
박은정,920701-2736300,010-3967-7165,mgim@ison.org,25772760,전라북도 진안군 진안읍 군하리,3140591,fd22d8f51e163046ec13bd3a7a20014bf6b90f5aeb93f0773e8ba7945544ef13,datas.csv122
이준혁,010520-4682619,010-3384-2012,gimseojun@jusighoesa.kr,47406167,인천광역시 서구 원당동,1870664,a4196c22e1b636401d2d715e33df0f35c8849841171414a1502ec111c0832dc8,datas.csv123
오예지,981029-1410797,010-8055-8173,kseo@gimgimi.net,7409800,충청남도 천안시 동남구 북면 운용리,466971,7f0eadaacd7a176b2706c5a818969f2e49cbbeefeb5e7001575a1168f66bc5c2,datas.csv124
박상현,050313-4472813,010-8384-2131,seoyeon41@igimjang.org,86858740,서울특별시 양천구 신월동,3713072,74e8cade3b61a86f5c0be276e54e5c8f9f9b302c66c86241fc3629a9b67d2b47,datas.csv125
강선영,570128-2326239,010-7158-6613,miyeong08@coebag.net,10966307,전라북도 순창군 복흥면 산정리,3876378,0bee978a34830b6b36af77bc48a5c3c9d73ac77a5b3e456f279a631bdfea0b41,datas.csv126
지진호,760228-2233127,010-4949-5345,coejia@isinjeong.com,17736790,충청남도 청양군 대치면 농소리,7940962,f8c85825e1b810f41b83132c99803cfbc6bec0db8cc01d45aba66269c6dd31fc,datas.csv127
박정훈,460519-2612933,010-5392-8340,minjaei@igweon.com,54258264,대구광역시 중구 동인동2가,8824278,f6d31bac9395b5222451e03743d6c29f488bc1084b42e22a8de3df8f5aa3cfb7,datas.csv128
박민석,690212-1601361,010-2956-1892,munyeweon@yu.org,83225846,강원도 인제군 남면 신남리,22996316,379a2409b872e7772e9c2565ed8e60e64576a2745f37ca1f3e66da997a2fb31a,datas.csv129
이지은,810406-2882051,010-3155-8226,donghyeonan@jusighoesa.com,84867545,강원도 고성군 죽왕면 문암진리,9092341,49e74bf229ac45051d8e9a01339c1963da9e5f567cc0801a2ffe5e69bac36a55,datas.csv130
김민석,901223-2937284,010-3692-2762,hyeonui@gimgim.kr,17757179,대구광역시 중구 동성로3가,5527053,15c7e72ff8f1a2256218c8c2aebeac72df8ee62e0b56171c1a31691b9872ab66,datas.csv131
