address,email,income,monthly_spending,name,phone_number,ssn,mk_serial_number,matching_key
충청남도 서산시 지곡면 환성리,wson@yu.net,52497197,8211121,안선영,010-6974-5291,470329-2487824,data_2025060216525624157443,c60bd33c5f264840aa2869206a601fb05d8337b1c8aae646cbc7e5e18eb85fad
세종특별자치시 세종시 연동면 다솜리,yeongsigi@yu.org,26868317,3843958,김영호,010-4998-1462,900328-2781651,data_2025060216525624157444,4201da7f916ff1c4482fe086be25e39fabfee9fc1260d3cd2622d1d614cbd43d
강원도 횡성군 횡성읍 영영포리,iboram@yu.kr,65693398,11379181,이도윤,010-1066-2032,510702-2841196,data_2025060216525624157445,ec6744026bdc599b6d17cdbd7fae3b536e2384b3129d9f874a2a7594ad399877
대구광역시 북구 연경동,byeongceol57@gimiheo.com,32112500,12225320,이도현,010-8686-6155,591015-2506223,data_2025060216525624157446,abef30770a62011b7a8d4816cf47e97311f71ce91d1271f573da52c2bc3fe320
전라남도 여수시 화정면 적금리,myeongjagim@jusighoesa.com,44652635,5217413,장상철,010-9730-5519,521207-1090255,data_2025060216525624157447,255f8cac4bc497e2170ba4f1189270c3f3fb09cb5e6648f73fb7df61b4f88793
충청북도 청주시 상당구 용정동,ccoe@ju.kr,54684567,11318956,차민수,010-4940-7999,630827-2020139,data_2025060216525624157448,26b4bbecfd0636a8d72a0b23bdd5470266d12b89517e6932a10735d4b7e9038b
울산광역시 중구 장현동,jiminyang@jusighoesa.org,46744839,11545963,김정남,010-3074-6753,891219-2481448,data_2025060216525624157449,a6acc92569419d132a3c99c7931a9c66348477efbd80ffbfff1a52e0084043b0
인천광역시 서구 당하동,xi@naijo.com,59137374,12014896,김순자,010-7344-7306,860323-1062952,data_2025060216525624157450,6930ca7e74e95a4a7770ad627ef380125012332930521705828a39038cf8409e
전라남도 나주시 석현동,junyeong90@ju.org,26246300,5239720,김예은,010-7977-4603,770125-2599601,data_2025060216525624157451,625f2ab6ebfa1a787632299e90743815b0aa89a0d469f1aeb3f0b6028005634e
경기도 여주시 창동,gwangsu54@gimseo.com,74290518,29911971,박지훈,010-8584-5850,100816-3142868,data_2025060216525624157452,c7078fc538531522499248eb067b2bea5b922a1f086521da204c1d8b69ca7729
경기도 시흥시 목감동,ominji@yu.net,11355750,1376703,이상철,010-4233-9362,980622-2774453,data_2025060216525624157453,d9ef55d7d09403e8ddf386e45dc35ea0bfb57b18d983bf977d7a6722a5a9b71c
대구광역시 수성구 수성동3가,tbag@jusighoesa.kr,92278691,15192914,김정남,010-8709-3284,830314-1875427,data_2025060216525624157454,c896dbba05d64e4770264ab2e2faa7294a0cc3063f590d4733170da3e48c5172
대전광역시 중구 선화동,jbag@yu.kr,8906013,4766910,이은경,010-4266-6707,841214-2552163,data_2025060216525624157455,bc1fd33738ed21c14b5a36c359af82428a4f3e0087c39319e38a89834137f1d2
전라남도 목포시 명륜동,yeongho40@gimigo.org,54725851,11328229,김하은,010-4747-2034,120818-3412796,data_2025060216525624157456,0fbfc4e75b08d21898d9e6c6e05b44827c3a01eb509ee0a308bb352ad5626c9e
인천광역시 부평구 갈산동,myeongjaca@ju.kr,83057050,21783194,전예진,010-5504-9902,690207-1941852,data_2025060216525624157457,8ea4a74385c9901f8f215c92f15e4e1e668e70a7d9afd159af97a11bd7ac49fd
세종특별자치시 세종시 다정동,jihyeonyun@icaju.com,89882745,6484886,박지민,010-2529-7638,920823-1643942,data_2025060216525624157458,a13b3355cde254735117ed068c9b66f4ea5ecb016542e4abe4f0a6d5d9bb4e0c
서울특별시 성북구 동선동4가,iyeongho@gimigim.org,45344797,28376932,최서윤,010-8013-4636,040113-3766938,data_2025060216525624157459,ff4f41840ad8734289284651e7ec9256e8ab9d6fb633f5fa0b20c0ca49e0d613
대전광역시 대덕구 연축동,sseo@yangjoi.org,27435452,19671395,김은지,010-3950-8184,671217-2898808,data_2025060216525624157460,eeb875683863607b76af078150cb63ce1103de3861342225e258d521873f80e8
충청북도 청주시 상당구 가덕면 한계리,jinu24@yunsimbae.com,53778740,9836422,최승민,010-1684-2314,810828-2250287,data_2025060216525624157461,29ea790600499275eb5d631609b96cdb71b4069e3d8e6510e5da8fb93c1959bc
인천광역시 미추홀구 용현동,yeongja47@gocoegim.com,39945022,643025,남성현,010-8443-5211,770103-1181830,data_2025060216525624157462,741fab91b1efbd1d4d3f1f79387dc01125762bb1ed9b5c0c0077e7577cdfc6cb
광주광역시 광산구 덕림동,ryusanghun@yuhanhoesa.com,86462636,15534939,남영식,010-1697-4746,730402-1404260,data_2025060216525624157463,4d133975a462b44103eed78a5d6f0e5b9a08001fb8c0bbce91e32de129656d68
부산광역시 서구 토성동1가,seohyeon12@gimi.com,97167146,14865853,이경숙,010-7293-5649,090806-3403255,data_2025060216525624157464,83d7c42b9f5268c0bebb55d145432b788f5d418bb5997f02278888ae987d73c2
세종특별자치시 세종시 전의면 달전리,gimyeeun@ogimsin.kr,74334888,18911291,김중수,010-8203-8264,840329-1911886,data_2025060216525624157465,75bf39c25521c67ebc228b13503b83571249c104d04c9f91cf2b6eaa092d9b40
경기도 의정부시 신곡동,gimyeongil@yu.net,90263629,8258068,류서영,010-4641-4921,910412-2568988,data_2025060216525624157466,fa4c7c201f32187162cab34e19735cd91f400ba98e90088ee716cdeeb1bea536
경상북도 안동시 일직면 국곡리,isong@ju.com,27565296,7989767,이성수,010-7436-8824,680224-1307467,data_2025060216525624157467,c41e3730df1445137c984c6ef0ec3401ffe89092bf6e8fca6b34a3b3ef19a181
경상남도 김해시 진영읍 의전리,hgim@jusighoesa.com,85322835,36937894,김민수,010-7635-1428,770716-1346832,data_2025060216525624157468,d80879c5e3fe2198e04f1c3905ad7bc4689d6be4cc513f5970c82544348c637e
광주광역시 광산구 지죽동,seoyunjang@noigim.net,25265133,3330444,김윤서,010-2030-1764,970319-2048359,data_2025060216525624157469,ca3d1234ce4e8fee06371ce0d4003a70f5fd07fb2cd6626eb7ed35a185553fc5
강원도 평창군 용평면 장평리,coehyeonjeong@yuhanhoesa.com,4639510,531833,고상훈,010-6927-3075,011217-3523518,data_2025060216525624157470,e2c9d43525570bc1f60424e113b174acbd837cd0dac26206e0ebdf5c62f7cc38
부산광역시 금정구 장전동,ijeonghyi@seocoe.kr,15659614,3413487,최중수,010-2697-3460,920813-2272755,data_2025060216525624157471,b764947b4cb61e7f6e313fc284cc6e88c42baa9721b2a6e607259c5933e3eb59
세종특별자치시 세종시 연서면 고복리,hayun43@gangbagjang.com,29083714,7971613,김지훈,010-2708-5554,600801-1422735,data_2025060216525624157472,14250166f760e4ddbd4d34d784be1f39334f553ffa15b3b8c7c62f4a36820775
서울특별시 마포구 창전동,hbag@janggimi.net,88386757,41933398,최미영,010-7679-2214,790512-2753553,data_2025060216525624157473,8acc43dca695f652d247a1748775ba69d4be701138f63876c4f567d247a91f48
서울특별시 동작구 사당동,li@ju.org,59263563,12598076,전수민,010-4195-4213,970603-1423982,data_2025060216525624157474,d09ea19c2de8f1cdf56a604b1e0f1fd1aeeabcdde782eb003065ee78ccb7f51a
경기도 양평군 지평면 월산리,mjang@yu.kr,13837287,1024640,안준혁,010-3414-4200,601013-2135926,data_2025060216525624157475,7a413bb41ad9fefc257fdbe09dad268d3181bd59e573c64a44963f2ddf24576a
부산광역시 수영구 망미동,seojiyeon@iha.kr,56474265,28948888,박시우,010-4914-2278,791225-1925282,data_2025060216525624157476,0b09f6a981ab309941daaecbab8d1dac3797238795b85b6f113e4615a8fa6d89
세종특별자치시 세종시 연기면 보통리,vseong@ryuhong.com,78048230,197329,이준호,010-1603-4632,610425-1722938,data_2025060216525624157477,6d24dc036cc4d83e7ac2d5b5c868418f39aa02a945571ef781486b2db152b79a
전라북도 장수군 장계면 명덕리,caeweoncoe@yuhanhoesa.com,68159257,36058669,이수진,010-1843-4787,460313-1129541,data_2025060216525624157478,a0064fe57192db801852423ed4dc10594cbb4c773a43cfd3f3739155bdee19ad
서울특별시 관악구 봉천동,ogja56@ju.kr,71933308,18167300,김준호,010-3073-9769,550419-2210910,data_2025060216525624157479,f9979e106f563f4fae9191bcd594a345acd420cbba17839b89f692585e9f136a
대구광역시 남구 봉덕동,songyejin@ju.com,3747406,165032,김영미,010-5931-5185,870321-2593440,data_2025060216525624157480,c9a58b68a8f7d486389003838ad65e96da146a19a240bf10a8db4b45fa4d779b
강원도 양양군 현남면 동산리,abag@songyungim.net,80217508,5357403,김영진,010-3812-6125,140317-3756038,data_2025060216525624157481,b21bdc9d72d8164ef37d12d92184cbd06b0d2eabd8d3afdc1d081541850c93f7
서울특별시 서대문구 연희동,ogja05@bagi.com,13545783,3231119,김민재,010-7359-8061,690524-2688463,data_2025060216525624157482,ce99b4c586e2713a1f4b583515ac83b92094324e10536eac35bdfcf2a8f41a6d
부산광역시 연제구 거제동,coeseongmin@anigim.kr,54790284,13203810,김시우,010-3261-9873,021204-3171472,data_2025060216525624157483,db466f0e504302d6c5a28ffe2a88866c44a81f1d1816665494588870f5c58985
부산광역시 금정구 장전동,xha@ju.com,36755459,8350715,조영희,010-4949-1952,660911-1459403,data_2025060216525624157484,2dc62d5a861261acbe2697046a45a8bb4c662e412fa857967684ab6507f05b60
경상남도 사천시 곤양면 환덕리,hyeonui@igweoncoe.com,24217312,5948673,이민재,010-8701-5108,680816-1827453,data_2025060216525624157485,c4ab6c982f023fd48d3d3f35435bfcbb760788f16faf036450a309526db1a023
경기도 오산시 내삼미동,hyejinhong@obaeg.com,45046970,15325164,윤성민,010-7367-2118,741112-2390557,data_2025060216525624157486,63184b70cc64b5f1f03cd3ac969d8b21177d0fb24138a318532b1fd0b22c04a4
광주광역시 서구 쌍촌동,bagjunyeong@jusighoesa.com,11798463,1739466,김예원,010-6740-8775,441013-2203082,data_2025060216525624157487,e4d8ec9f6dfe003fa74a73a6f3751e6941db500ed4a7fa782aaf19410204b48a
전라남도 곡성군 입면 대장리,vbag@yuhanhoesa.com,52114852,6738258,배현우,010-4646-9056,140210-4362425,data_2025060216525624157488,3f71a0583b82c6d80826c4673e290a6f53ad8ebb848fe2a018494500ef156402
부산광역시 사상구 괘법동,hayun19@baeggim.com,48727796,5321481,이지민,010-5196-5950,590124-2244431,data_2025060216525624157489,f2eccd1a5b05f8b9660995c272383d2a898fe776114d79e1dbfb695b3e69a2a5
경상남도 사천시 사등동,gimjeongsun@ju.com,34496000,19864664,김영수,010-5782-8595,851103-1736092,data_2025060216525624157490,6cc33517bc017e7686a9985becf5e5d8168a1d4ac397efbba2fcb9516d25f942
광주광역시 광산구 산막동,jeongnam04@ju.org,20699215,693322,최민서,010-7339-4113,070420-4323908,data_2025060216525624157491,d75c430bf4b124b030fa6a8e010b4e44657a79792669ecbe8b3b260d749cf4af
강원도 영월군 영월읍 흥월리,sseo@jusighoesa.kr,8640717,774599,강수빈,010-3667-5979,740731-1326178,data_2025060216525624157492,863b55948651c0f50c875a154359007b81873a17c54955c7634df2d0e1313ae5
광주광역시 남구 구동,misug97@bagyun.kr,14135230,2830295,김미숙,010-3871-3077,770412-1862874,data_2025060216525624157493,6b0d1c68528c7eb6b40d52f02665c140e95a88bb9044bf5271dd96354c6a4714
대구광역시 동구 백안동,sunja78@uyu.kr,97926951,26701759,김준서,010-5995-6290,830614-2804553,data_2025060216525624157494,d28f1b4639b80eb7475e91f91e197b19fca9b87a58d7a28b2dbfc1296745159f
대구광역시 남구 대명동,junhyeog05@yuhanhoesa.kr,76713639,7815931,최은주,010-1438-6926,840409-2618992,data_2025060216525624157495,a8ea43b3db75e9b0caf3253507a891a9d6be4b3b699ba3b17c7cd0d543dfb779
서울특별시 광진구 화양동,gyeongjai@gimbagseo.com,16781056,4029442,이미경,010-1070-3138,821020-2802497,data_2025060216525624157496,37c12296064c0ea8e091323e510dcb6529e11983c855cd3f35d535aa1f6c658d
울산광역시 남구 상개동,jinu30@ju.kr,14785583,1649705,이순옥,010-8417-2638,960325-2313178,data_2025060216525624157497,c2b08151216af23f7ee415cbfaeafbfc9331efceb836f1c4e7c9ea0e877772be
광주광역시 서구 세하동,san@yu.com,35854552,1588981,송경자,010-4244-9574,471118-2694227,data_2025060216525624157498,6eff7735e188a8677882c95261627cb2365514827f26184c779e018b92568d76
세종특별자치시 세종시 전동면 석곡리,bagjihye@yu.kr,12985939,1274879,강정순,010-7527-1124,040805-4301029,data_2025060216525624157499,03cb717b5d1954e9072d0c7f35fa0bcd2047b26b5c005c4eed66bc4be70e6751
인천광역시 옹진군 북도면 모도리,jeongnami@yuhanhoesa.org,84838544,46379273,김도현,010-4476-8443,920303-2042232,data_20250602165256241574100,e6a29a8e6be23448f0b8ec16b5f7adc204c410043e9b03697dfa2ba0f7bcc900
세종특별자치시 세종시 금남면 대박리,yeongsuggim@baegjo.com,66221723,7724144,최현우,010-7503-1563,521206-1332718,data_20250602165256241574101,13d721db9a094d734f8b655b02b7d8db32cc1a03c4c6243e0af186267deea136
충청남도 서산시 인지면 애정리,khong@gimnam.com,76193209,38071575,이유진,010-2557-4091,900719-2228863,data_20250602165256241574102,4e7fa66a0cb409384f49c01c831f87a8689c77c804b489d0306c2331801ecb71
광주광역시 서구 광천동,gimseongmin@coebag.com,55684510,4931294,이종수,010-2001-2008,920118-1694523,data_20250602165256241574103,f135d744096c4681c87bad05db4d18822e2742fc5dd29f943927a8268ebc0c8d
대구광역시 수성구 연호동,seohyeon69@igweon.com,90616281,25322702,홍영호,010-4006-6276,780920-2095205,data_20250602165256241574104,914d99deb8ed4c93200c097a645430d6a3b6073ed9aa8e7467a489d4c062f31c
울산광역시 동구 화정동,yeongsig56@yuhanhoesa.com,72347077,14551560,최현지,010-3299-7093,650829-1437673,data_20250602165256241574105,85200ad77230d5c23013699ecc8f6202a15b1beee34f5c0df2d1017ef60ee3ae
서울특별시 강동구 길동,ojang@iyun.org,84915008,8483314,김상철,010-1303-2347,530810-1288781,data_20250602165256241574106,ca0ca47189332b27a23cf1d61d092758c3fbf28da2f65c3f7236b6595cda945b
충청북도 보은군 속리산면 사내리,hjeong@gimyun.com,17612416,3087925,이준영,010-3464-6310,751113-2187619,data_20250602165256241574107,ca4928d05c551f49dd29470f81bbdb0631e70b249eee6ea4d1142262be477ab2
서울특별시 도봉구 쌍문동,hanjuweon@jusighoesa.net,12648265,437672,김지혜,010-4246-5680,510603-1345329,data_20250602165256241574108,6e80308880ce167677e70965bc32fdbb596ec729b0b01f19b5d0f90964d599e2
세종특별자치시 세종시 금남면 용담리,junho97@ogweongim.com,32367274,9233380,장은주,010-9012-5329,850414-2704583,data_20250602165256241574109,6a5cffcd4b47057ead56bcfd3e7b1849e299039a66121bebd3cbd9fa6529e766
경상북도 영덕군 창수면 보림리,ygwag@baegi.net,79821210,3244582,김지현,010-2105-7697,750429-2014134,data_20250602165256241574110,5aeabf8dd6bb236d53f28a54a4bfb1cd6555924bf561c7a207593bcb895fbc21
전라북도 무주군 적상면 사천리,yeongjini@baghonggim.net,50436901,2139195,백지원,010-5399-4428,091020-4280224,data_20250602165256241574111,8827dbfb2b330a5f689c317a7c4b6a33e515773c40ff272861d971e26ffeec91
서울특별시 도봉구 창동,hson@hwangsong.com,87833480,4626846,홍하은,010-3776-9431,470909-1105909,data_20250602165256241574112,69c0da0437d14ed0329a2e39d933c893a83bcb58f7ab1636ead03fc4c4f7dcda
경기도 화성시 송산면 지화리,hwangjeonghun@jusighoesa.kr,38821906,3577997,강영숙,010-7837-9686,030205-4415476,data_20250602165256241574113,39a8457fd37e9ca3fb00b99c7eea3ee40fbf70bc57f9424514f9afaaaab564c2
제주특별자치도 제주시 우도면 연평리,jihyeon59@ju.com,83823436,27271949,조은영,010-6608-2333,690519-1076446,data_20250602165256241574114,0a783db0c18b51da12a277a27206d17d02d25db0e300a4f373e4fb923e911980
세종특별자치시 세종시 연기면 보통리,hhan@ju.com,36554846,8178346,홍서연,010-2152-3331,700305-1445103,data_20250602165256241574115,297979d73da419203651619793c3f7d2c3219fa382b359d29fb550f2b72697d9
전라남도 화순군 춘양면 회송리,boram58@jusighoesa.com,57114217,3748620,이윤서,010-2765-4235,621017-1488161,data_20250602165256241574116,9321c23e4138d8486aa7de959b95d54f5039ee39fe9696fefda14d8cc487783b
전라남도 광양시 다압면 고사리,boramgim@ju.com,85467413,28252843,고상현,010-5750-4791,560117-1493652,data_20250602165256241574117,8e1b125c2e06a6f22b9dac3909d8d5ecfa53317866e03647b55a6d7b3e56bcee
울산광역시 남구 고사동,gimhyejin@yu.com,44199826,3635229,이상현,010-1192-6244,600423-2322963,data_20250602165256241574118,7e857482ba94359fa8a933501b47465427b87496d85935bd13c35517e4e392a8
세종특별자치시 세종시 연동면 문주리,gangjiyeong@ju.kr,51192580,14148849,진민지,010-2604-7822,091029-3473586,data_20250602165256241574119,534fecbe147472c05616137ace41e4853dc0ef09b0952d847091ab093cf75d00
전라남도 구례군 구례읍 신월리,cunjamin@ibag.com,18555256,3201926,신미숙,010-3763-4935,010418-3831047,data_20250602165256241574120,d0957adfa929fd61e358f0e94e822ca6a8ca17b2b9bd44a8754c02d6eb99c08a
부산광역시 동래구 복천동,dohyeoni@jusighoesa.net,3599449,1053357,고정숙,010-3932-1994,940907-1003852,data_20250602165256241574121,c071161cef690fcac7c8928723b884a7f17ef2faef9d197485a00aad0231102d
전라북도 진안군 진안읍 군하리,mgim@ison.org,25772760,3140591,박은정,010-3967-7165,920701-2736300,data_20250602165256241574122,bf925d1ca3c42592ab137236dc11dfb7c5f15ccedeff453a41c0e1ee21652e9a
인천광역시 서구 원당동,gimseojun@jusighoesa.kr,47406167,1870664,이준혁,010-3384-2012,010520-4682619,data_20250602165256241574123,598b9fccf36834ba7b8b880a3d0987cf325eee35a214104f67c5150432c79cc0
충청남도 천안시 동남구 북면 운용리,kseo@gimgimi.net,7409800,466971,오예지,010-8055-8173,981029-1410797,data_20250602165256241574124,cd61534288966399172d8b18c896f28a15cd3dadab7478fb3ea03e4f246e5d5e
서울특별시 양천구 신월동,seoyeon41@igimjang.org,86858740,3713072,박상현,010-8384-2131,050313-4472813,data_20250602165256241574125,e2a289bf3e94928ffd2c0932806b8128a96237225aaca00b058045e123183522
전라북도 순창군 복흥면 산정리,miyeong08@coebag.net,10966307,3876378,강선영,010-7158-6613,570128-2326239,data_20250602165256241574126,c8ae67b053c7cdb9096e97de5636f49fe1624b0f4089d19f2d0994af7eec318d
