address,email,income,monthly_spending,name,phone_number,ssn,mk_serial_number,matching_key
경상북도 구미시 옥성면 구봉리,ibag@ju.org,93485962,36552151,윤지훈,010-6274-2650,050717-4141190,data1_20250602185117802834_30,4c7294cdc3543418c6688dd3828bf800ca9a4ba3dc74f80e911b0a6b4c95d658
전라북도 전주시 완산구 전동,seoyejun@gimgimgim.com,33110225,1968670,윤서윤,010-2235-7609,101012-3934605,data1_20250602185117802834_31,c543cef2976ee25eb4c3a0781fe7597fc78d7d555156db25f387952781bce660
대구광역시 북구 읍내동,bbag@hanim.com,61964028,9925592,허현정,010-3040-3305,500128-2728254,data1_20250602185117802834_32,59fd9976289ca53ce1c697b7aa232a55e7e4a6eb7f2202f852b3403b8220976b
부산광역시 북구 금곡동,jeongsug51@jusighoesa.com,5570131,1268264,박승민,010-8451-6744,710622-1395993,data1_20250602185117802834_33,8cc1f409cba5d2962e2bdb4e7f258bb16c96e79a6bb8bc10f6c9207e107bc646
경상북도 영천시 고경면 덕정리,oryu@gimyubag.com,25790879,6944229,차현준,010-7069-8317,950912-2569290,data1_20250602185117802834_34,c5f7360ef5422e00845c727ebeb6b90f4adb224dff52c35063afcb09b32c7649
제주특별자치도 서귀포시 도순동,jeonghuni@jusighoesa.net,51214643,2738000,김옥자,010-9225-8637,770315-1468056,data1_20250602185117802834_35,cd950a46c785d14157b0d60a02999e04d5147212f3428eb75fa855bf555a4aba
광주광역시 광산구 연산동,ogim@jusighoesa.com,42422683,9616847,김현숙,010-6997-3548,070508-4386146,data1_20250602185117802834_36,3daa46015367916b3cbb426e550793025d5062a830f31fc011eb95e1844a2778
경상북도 의성군 안계면 토매리,namyeongsu@jangseogim.kr,30145747,9508869,고지우,010-7490-8445,680207-2077609,data1_20250602185117802834_37,1ccd015ac2fac2ab48052b5e27465eee0f818a5030e8a38363bf3a01b2c5bb26
세종특별자치시 세종시 장군면 금암리,yeonghwan15@jangisim.com,29202765,1653126,박준호,010-6890-4765,520117-2809720,data1_20250602185117802834_38,aab3011be7767324322655b0321c9e357fccfccf3907b4851ec41841c2a9b82e
서울특별시 노원구 월계동,seonghyeongim@jangbaeg.net,41489281,14390147,황도윤,010-7914-4452,570304-1385839,data1_20250602185117802834_39,68cec1d3d14fc1263356dab20178c5011fc1aabc31b39769cb0060a92175a7db
강원도 원주시 지정면 월송리,yeongil18@ibagjang.kr,82475936,8471649,이정수,010-2436-6060,881019-1398030,data1_20250602185117802834_40,94b9cd8c0d15c34afe685a2a885df5de8a268e7b54c61fbda259c451cd227948
울산광역시 북구 시례동,junho41@yuhanhoesa.com,19502207,8336269,김미영,010-4220-6556,511018-1441110,data1_20250602185117802834_41,7d90eba75b0a86db2b22454ecb963c36882b1836c01c934efd9c8351f9f25b64
전라남도 영광군 법성면 화천리,jeongsug57@yu.com,57243899,2594736,박중수,010-2625-7015,470508-1406773,data1_20250602185117802834_42,b77eb216eb8895d4d90cb0159d632db89886e9caf186d3e69712f8be70d9d2c8
충청남도 서산시 지곡면 환성리,wson@yu.net,52497197,8211121,안선영,010-6974-5291,470329-2487824,data1_20250602185117802834_43,711c4e3cdbdef02a8a8ffcc31ad10f9bcb79458e69c4398816f18a83b7903a91
세종특별자치시 세종시 연동면 다솜리,yeongsigi@yu.org,26868317,3843958,김영호,010-4998-1462,900328-2781651,data1_20250602185117802834_44,7790506cea2659e08deba341207750819f93016a3cdbc1ae0ebe2ecddbecb37e
강원도 횡성군 횡성읍 영영포리,iboram@yu.kr,65693398,11379181,이도윤,010-1066-2032,510702-2841196,data1_20250602185117802834_45,78d8c24027885b47e458a54b0d1e90bb3be716471f1a6430e9d41451e056d42f
대구광역시 북구 연경동,byeongceol57@gimiheo.com,32112500,12225320,이도현,010-8686-6155,591015-2506223,data1_20250602185117802834_46,e31c03889c6b1e5586bf1b44f706e518c1290170418fee124187dd7a2148d592
전라남도 여수시 화정면 적금리,myeongjagim@jusighoesa.com,44652635,5217413,장상철,010-9730-5519,521207-1090255,data1_20250602185117802834_47,1dd18ca04bf26e55cafcd7b67a61d7423cec57f0937c0319c964959a74ebd5bf
충청북도 청주시 상당구 용정동,ccoe@ju.kr,54684567,11318956,차민수,010-4940-7999,630827-2020139,data1_20250602185117802834_48,c9492653f68406662757dcd79e1a811b1a706511eb87de4bd81bdf84b18d60f3
울산광역시 중구 장현동,jiminyang@jusighoesa.org,46744839,11545963,김정남,010-3074-6753,891219-2481448,data1_20250602185117802834_49,826c1652ee001ad326446454d7dba7d50098fb6f618e0036b75ee41affc9582a
인천광역시 서구 당하동,xi@naijo.com,59137374,12014896,김순자,010-7344-7306,860323-1062952,data1_20250602185117802834_50,b79d75ee88ade0ff46951b599a1297037469d3de2e6b647d403812ff3cc48e9a
전라남도 나주시 석현동,junyeong90@ju.org,26246300,5239720,김예은,010-7977-4603,770125-2599601,data1_20250602185117802834_51,3530fba57b9e741322106fc1fb1378aa397a45032970008dcb7caf670244fa9f
경기도 여주시 창동,gwangsu54@gimseo.com,74290518,29911971,박지훈,010-8584-5850,100816-3142868,data1_20250602185117802834_52,621fa08caf7622d572860d0015260b3f0b25d2eb7c60ea604d776306eacfcfd4
경기도 시흥시 목감동,ominji@yu.net,11355750,1376703,이상철,010-4233-9362,980622-2774453,data1_20250602185117802834_53,623be7a75b76e2f33880452ddddeaa6b0bc441285e70fcd7dc4f48a42fa4c55a
대구광역시 수성구 수성동3가,tbag@jusighoesa.kr,92278691,15192914,김정남,010-8709-3284,830314-1875427,data1_20250602185117802834_54,e0d66cc95caf59a1189322f1e3fdabf352fee7c3a2fae99155ec676272d7dae4
대전광역시 중구 선화동,jbag@yu.kr,8906013,4766910,이은경,010-4266-6707,841214-2552163,data1_20250602185117802834_55,30ca2beefc911f3ebce6561f4d522b2ee272d70ffde1b89fe7a079b4bf556e07
전라남도 목포시 명륜동,yeongho40@gimigo.org,54725851,11328229,김하은,010-4747-2034,120818-3412796,data1_20250602185117802834_56,a7a666b274eb432e6ff65299e1cfd50b20b791c90e6cfed7d0bc0d148cf871f1
인천광역시 부평구 갈산동,myeongjaca@ju.kr,83057050,21783194,전예진,010-5504-9902,690207-1941852,data1_20250602185117802834_57,03c1097aa75315fbde8403b486d10002393e781f1c245b779f0b4845f3d1f2a2
세종특별자치시 세종시 다정동,jihyeonyun@icaju.com,89882745,6484886,박지민,010-2529-7638,920823-1643942,data1_20250602185117802834_58,3479b5ce7aaca5d94f9e05aeb347dba22f86fdebad0b6d7d6f8aebea229b8bfe
서울특별시 성북구 동선동4가,iyeongho@gimigim.org,45344797,28376932,최서윤,010-8013-4636,040113-3766938,data1_20250602185117802834_59,aa8e0bd49789c245b7d4902b2ab8beec14fbc2bc346add857a237456f80c56fc
대전광역시 대덕구 연축동,sseo@yangjoi.org,27435452,19671395,김은지,010-3950-8184,671217-2898808,data1_20250602185117802834_60,f5662d29b07d27d96562b930b86ce1e6d92f5314ad13cbe69433b9f4b51c3c87
충청북도 청주시 상당구 가덕면 한계리,jinu24@yunsimbae.com,53778740,9836422,최승민,010-1684-2314,810828-2250287,data1_20250602185117802834_61,337fb537252282bc4120f2a78ea38e89f81efa8b2f3a541eedfce38c60c6910a
인천광역시 미추홀구 용현동,yeongja47@gocoegim.com,39945022,643025,남성현,010-8443-5211,770103-1181830,data1_20250602185117802834_62,e7301e79e6cb5df2eb71c6b1f4b50d5685c79ac2130b95022f0654f89b478e81
광주광역시 광산구 덕림동,ryusanghun@yuhanhoesa.com,86462636,15534939,남영식,010-1697-4746,730402-1404260,data1_20250602185117802834_63,ae576aba1284a7ae0c109763d247e14d6620bfef5daae0b2aaa45bef18dc032f
부산광역시 서구 토성동1가,seohyeon12@gimi.com,97167146,14865853,이경숙,010-7293-5649,090806-3403255,data1_20250602185117802834_64,96af1938af6feb794333a4b43926268921be2bfd9890cecfb83b43b13d10cdd3
세종특별자치시 세종시 전의면 달전리,gimyeeun@ogimsin.kr,74334888,18911291,김중수,010-8203-8264,840329-1911886,data1_20250602185117802834_65,b08eed2e96c83d0c1a0784e942ec5719a078a1b59f84402683a8d7ebf7ec1f31
경기도 의정부시 신곡동,gimyeongil@yu.net,90263629,8258068,류서영,010-4641-4921,910412-2568988,data1_20250602185117802834_66,9acd184f7c2c3e14faaa3cf69f0bfb6148c4915fab127d282bbad4b686ff3735
경상북도 안동시 일직면 국곡리,isong@ju.com,27565296,7989767,이성수,010-7436-8824,680224-1307467,data1_20250602185117802834_67,ded4ab866ef22cb69961686d2145e945d5c18df171c4a67f0cab3808fa309f7a
경상남도 김해시 진영읍 의전리,hgim@jusighoesa.com,85322835,36937894,김민수,010-7635-1428,770716-1346832,data1_20250602185117802834_68,8bbdaad74b410c9eb85f62f55bc35eb12e68fd6463ed63678254ffd9d536c233
광주광역시 광산구 지죽동,seoyunjang@noigim.net,25265133,3330444,김윤서,010-2030-1764,970319-2048359,data1_20250602185117802834_69,60e7985215a7dc6a33b252b0791cbbdd5786eabd43f00dc84ec14e902f114ed0
강원도 평창군 용평면 장평리,coehyeonjeong@yuhanhoesa.com,4639510,531833,고상훈,010-6927-3075,011217-3523518,data1_20250602185117802834_70,0268828b9adc61b819317b0df180c26c3316dd0317796d7feb5ea63bcf8cf5a3
부산광역시 금정구 장전동,ijeonghyi@seocoe.kr,15659614,3413487,최중수,010-2697-3460,920813-2272755,data1_20250602185117802834_71,b178593a6f464a2efb39a8faa5b70ce36fb334adefb76fe70fa4bc61aecf1223
세종특별자치시 세종시 연서면 고복리,hayun43@gangbagjang.com,29083714,7971613,김지훈,010-2708-5554,600801-1422735,data1_20250602185117802834_72,0e176e7f4b5ec88118891ba6cf921030730a29da8f23af8fd3ef9287c1295ee6
서울특별시 마포구 창전동,hbag@janggimi.net,88386757,41933398,최미영,010-7679-2214,790512-2753553,data1_20250602185117802834_73,e737f8715712b0bddb7d241beac368e76412b117986f1763b18d47c613a7f31b
서울특별시 동작구 사당동,li@ju.org,59263563,12598076,전수민,010-4195-4213,970603-1423982,data1_20250602185117802834_74,1322574e742aeb6226de02c7d393ff37831758a122b7541c51d84e5df51f764f
경기도 양평군 지평면 월산리,mjang@yu.kr,13837287,1024640,안준혁,010-3414-4200,601013-2135926,data1_20250602185117802834_75,304d556a730095776a31d2582f6ffedfd046b228ecee66e46453874f381228fd
부산광역시 수영구 망미동,seojiyeon@iha.kr,56474265,28948888,박시우,010-4914-2278,791225-1925282,data1_20250602185117802834_76,cb90ce063f0283c5c8543b875c89057435801db011984092b7f99d8a97b9c42d
세종특별자치시 세종시 연기면 보통리,vseong@ryuhong.com,78048230,197329,이준호,010-1603-4632,610425-1722938,data1_20250602185117802834_77,102eb7779e313d95e85001b216d6ca9d8dbdde2545f029509fa50b3c42ceaf98
전라북도 장수군 장계면 명덕리,caeweoncoe@yuhanhoesa.com,68159257,36058669,이수진,010-1843-4787,460313-1129541,data1_20250602185117802834_78,196e33bb71cb151e196e5f0eb0876ed170d8a332262ac8f1bae7702b21b2eed6
서울특별시 관악구 봉천동,ogja56@ju.kr,71933308,18167300,김준호,010-3073-9769,550419-2210910,data1_20250602185117802834_79,ed2b66484ed22e8dfc31b3472bef474479bef9ccd01272db4e04a934cc8e715a
대구광역시 남구 봉덕동,songyejin@ju.com,3747406,165032,김영미,010-5931-5185,870321-2593440,data1_20250602185117802834_80,67adec85f4e5de17c1bad858c156fac735384aca16ba2a8f2cba09d81d8026d7
강원도 양양군 현남면 동산리,abag@songyungim.net,80217508,5357403,김영진,010-3812-6125,140317-3756038,data1_20250602185117802834_81,d3cf64739e8caae4901296cb1b69435a58d5a2d3d7a5a26c39282c6b04d943c1
서울특별시 서대문구 연희동,ogja05@bagi.com,13545783,3231119,김민재,010-7359-8061,690524-2688463,data1_20250602185117802834_82,f03b0f0d7e4419839d38fae4f4db2322e25039d6ddff9fce9fdfeabd6bf89a31
부산광역시 연제구 거제동,coeseongmin@anigim.kr,54790284,13203810,김시우,010-3261-9873,021204-3171472,data1_20250602185117802834_83,f68c04b0e03efc7108a52284d1b38665357cbc5dd9363398807f1a50eb1ae44d
부산광역시 금정구 장전동,xha@ju.com,36755459,8350715,조영희,010-4949-1952,660911-1459403,data1_20250602185117802834_84,5ba83a4ccf1d10270acebd6433d9fbd475e779dd0bffef0bc027f00a991baef9
경상남도 사천시 곤양면 환덕리,hyeonui@igweoncoe.com,24217312,5948673,이민재,010-8701-5108,680816-1827453,data1_20250602185117802834_85,a5b37094ce588daa9fa2cdcab311db17cc5b2d8c69d7b6fab4ccf048e82ad56f
경기도 오산시 내삼미동,hyejinhong@obaeg.com,45046970,15325164,윤성민,010-7367-2118,741112-2390557,data1_20250602185117802834_86,2d6ce11f8da8aa661b308748499012bdf453c0edb642246027155c13a992a638
광주광역시 서구 쌍촌동,bagjunyeong@jusighoesa.com,11798463,1739466,김예원,010-6740-8775,441013-2203082,data1_20250602185117802834_87,2cbd7f52521f1cdfc41fa929f04f84d203ac5d39b715df9b716c65e8e79164ea
전라남도 곡성군 입면 대장리,vbag@yuhanhoesa.com,52114852,6738258,배현우,010-4646-9056,140210-4362425,data1_20250602185117802834_88,44ca67f2d7d70748cfecf49d17418a9f7641911f42df43ca0d89a28357d10e95
부산광역시 사상구 괘법동,hayun19@baeggim.com,48727796,5321481,이지민,010-5196-5950,590124-2244431,data1_20250602185117802834_89,4a64f749486c0ab23834f41b8fb15e10b25e5b4a971a9a81ce1fcc192627fbc6
경상남도 사천시 사등동,gimjeongsun@ju.com,34496000,19864664,김영수,010-5782-8595,851103-1736092,data1_20250602185117802834_90,ad7bd090797f26a1b54193abcf21ff95e9211268859b226ab60cd0cea2469f43
광주광역시 광산구 산막동,jeongnam04@ju.org,20699215,693322,최민서,010-7339-4113,070420-4323908,data1_20250602185117802834_91,0553082bf3df7fe14beae6cc3763b17d35cca81014845e4b5636da2075491203
강원도 영월군 영월읍 흥월리,sseo@jusighoesa.kr,8640717,774599,강수빈,010-3667-5979,740731-1326178,data1_20250602185117802834_92,0eba010b4f42c8f093d3a54a2633c6f2162574fd0405bcf2f913df909b1ad9ee
광주광역시 남구 구동,misug97@bagyun.kr,14135230,2830295,김미숙,010-3871-3077,770412-1862874,data1_20250602185117802834_93,7a40680c95f978a265ae2073683a46e62fed43a512e59829584feb56fdcf464a
대구광역시 동구 백안동,sunja78@uyu.kr,97926951,26701759,김준서,010-5995-6290,830614-2804553,data1_20250602185117802834_94,bd8e30ebc709dedad7165e25cfe8cab6ee7a899b69f183fa2ad95142bcb162c2
대구광역시 남구 대명동,junhyeog05@yuhanhoesa.kr,76713639,7815931,최은주,010-1438-6926,840409-2618992,data1_20250602185117802834_95,8b6e713c1083eb43064a10b3dcc1afcedc1187d8cbc4d0e343340ab0ba54d130
서울특별시 광진구 화양동,gyeongjai@gimbagseo.com,16781056,4029442,이미경,010-1070-3138,821020-2802497,data1_20250602185117802834_96,aa2de72a4d4bcd8d969d649463d54afd59edc529c11373fe2eb378c930b13864
울산광역시 남구 상개동,jinu30@ju.kr,14785583,1649705,이순옥,010-8417-2638,960325-2313178,data1_20250602185117802834_97,bee4f131b0063109cd5006acd23e55abc99fbc63b21c7b209ce83743b16d6b08
광주광역시 서구 세하동,san@yu.com,35854552,1588981,송경자,010-4244-9574,471118-2694227,data1_20250602185117802834_98,93d31ecac5e5fa195c08c98a63891c55a0f73aeb6d7c4c55d7b96d3dfac97d8e
세종특별자치시 세종시 전동면 석곡리,bagjihye@yu.kr,12985939,1274879,강정순,010-7527-1124,040805-4301029,data1_20250602185117802834_99,072228e9741a27ff52b9ec42500930ff05d9463df373405d69e4e4ed93f9013b
인천광역시 옹진군 북도면 모도리,jeongnami@yuhanhoesa.org,84838544,46379273,김도현,010-4476-8443,920303-2042232,data1_20250602185117802834_100,19b040f4ea3bca5d065d09b9f491df6a8f44d3ceacc50b707763c674e2d68d9b
세종특별자치시 세종시 금남면 대박리,yeongsuggim@baegjo.com,66221723,7724144,최현우,010-7503-1563,521206-1332718,data1_20250602185117802834_101,fc3581e66975258d4d017c68e1e077d00dbcbb59bb1721f699c83d34a03d2b65
충청남도 서산시 인지면 애정리,khong@gimnam.com,76193209,38071575,이유진,010-2557-4091,900719-2228863,data1_20250602185117802834_102,c33ee04246ed514fcf5f9b01bdfab116e9e3f43a0afee0fea5858dc946b0b539
광주광역시 서구 광천동,gimseongmin@coebag.com,55684510,4931294,이종수,010-2001-2008,920118-1694523,data1_20250602185117802834_103,40192aceace82e53758c8ae5e1472fcc0ecfd66ad558ea1ccc3a546296bcbd89
대구광역시 수성구 연호동,seohyeon69@igweon.com,90616281,25322702,홍영호,010-4006-6276,780920-2095205,data1_20250602185117802834_104,78ac0c68ec15fb955de23440923032c18ddd89085a5a73e2f83071428b045b67
울산광역시 동구 화정동,yeongsig56@yuhanhoesa.com,72347077,14551560,최현지,010-3299-7093,650829-1437673,data1_20250602185117802834_105,95b91fb4a57a1900fbbeb61508dfda55e0fcc79e985bb707387563bbc3625d65
서울특별시 강동구 길동,ojang@iyun.org,84915008,8483314,김상철,010-1303-2347,530810-1288781,data1_20250602185117802834_106,b1d5cc5b6ef16deb842df2d3e48dd7c93298f62401a949d2ca62bb394e9286a3
충청북도 보은군 속리산면 사내리,hjeong@gimyun.com,17612416,3087925,이준영,010-3464-6310,751113-2187619,data1_20250602185117802834_107,1bea35144564d9d50733536cf0a4b08349f9eeabdf76552992e27fd756a438cd
서울특별시 도봉구 쌍문동,hanjuweon@jusighoesa.net,12648265,437672,김지혜,010-4246-5680,510603-1345329,data1_20250602185117802834_108,93233a8c2ff1dd7be88ad2f42356a55240ff9f200fd98fa675496cd5690dafc2
세종특별자치시 세종시 금남면 용담리,junho97@ogweongim.com,32367274,9233380,장은주,010-9012-5329,850414-2704583,data1_20250602185117802834_109,ef253c5667f3ec6251036e9fec6d52a0f59a0e8eaff9a59470a0f6c59b8cc88c
경상북도 영덕군 창수면 보림리,ygwag@baegi.net,79821210,3244582,김지현,010-2105-7697,750429-2014134,data1_20250602185117802834_110,b07f2d6296720f3b58eb26cd230c129ea49318e75c7615768b808c37c3f849c1
전라북도 무주군 적상면 사천리,yeongjini@baghonggim.net,50436901,2139195,백지원,010-5399-4428,091020-4280224,data1_20250602185117802834_111,d0589d9f240769571e349e6e6ab2042b7dd243484576c365addc6b9bceff032d
서울특별시 도봉구 창동,hson@hwangsong.com,87833480,4626846,홍하은,010-3776-9431,470909-1105909,data1_20250602185117802834_112,7098977b8b3a90d6fd246a9f6d954ac31cb5a0571269849e65fb40ee9e309514
경기도 화성시 송산면 지화리,hwangjeonghun@jusighoesa.kr,38821906,3577997,강영숙,010-7837-9686,030205-4415476,data1_20250602185117802834_113,27d5a3c15d7081700978be11e739af9641e9b5e5453a43623c1c2836b6111a67
제주특별자치도 제주시 우도면 연평리,jihyeon59@ju.com,83823436,27271949,조은영,010-6608-2333,690519-1076446,data1_20250602185117802834_114,5e9850c0128ec23cb06387a49d3f714cd2fabf632f5870f259bf5dcf65850f1f
세종특별자치시 세종시 연기면 보통리,hhan@ju.com,36554846,8178346,홍서연,010-2152-3331,700305-1445103,data1_20250602185117802834_115,3b6be3526f9f9a959753e1354a10f42cba35a889438b973652976503429511c2
전라남도 화순군 춘양면 회송리,boram58@jusighoesa.com,57114217,3748620,이윤서,010-2765-4235,621017-1488161,data1_20250602185117802834_116,4f7cbba9be5dc30d7c2602dd4143939694dbb8ee7559c352b6bb9c255dac3642
전라남도 광양시 다압면 고사리,boramgim@ju.com,85467413,28252843,고상현,010-5750-4791,560117-1493652,data1_20250602185117802834_117,abeea6890396a13fbffa0fc70b4b0b4776afa780b2c8c9093e2dcee1c57ef0e6
울산광역시 남구 고사동,gimhyejin@yu.com,44199826,3635229,이상현,010-1192-6244,600423-2322963,data1_20250602185117802834_118,f0748cee4c8572eeb2ca2348f23329381bf5f5b2e9496287357228411b66bcf7
세종특별자치시 세종시 연동면 문주리,gangjiyeong@ju.kr,51192580,14148849,진민지,010-2604-7822,091029-3473586,data1_20250602185117802834_119,2e8cb026a423c38bf5b0420c2bdf46717aaf25e9b47a6e7dc54d959d1fe48bbf
전라남도 구례군 구례읍 신월리,cunjamin@ibag.com,18555256,3201926,신미숙,010-3763-4935,010418-3831047,data1_20250602185117802834_120,166db8f7ae73b433014bd71d5c291f1bfb2fd44d42e23d3bb5e02eccc73be698
부산광역시 동래구 복천동,dohyeoni@jusighoesa.net,3599449,1053357,고정숙,010-3932-1994,940907-1003852,data1_20250602185117802834_121,5db6ae302e584111b949c8b4dbfc311bbe443d6eb4ef512496c87f7c8e989409
전라북도 진안군 진안읍 군하리,mgim@ison.org,25772760,3140591,박은정,010-3967-7165,920701-2736300,data1_20250602185117802834_122,700bcbbbfe368142be0449171b4bd942043f9a8e7ad69af7d4fedd136feea0f9
인천광역시 서구 원당동,gimseojun@jusighoesa.kr,47406167,1870664,이준혁,010-3384-2012,010520-4682619,data1_20250602185117802834_123,343e143e5d94523f2c3965d6305dcaf55e438b1aa519e209efdeab9329718654
충청남도 천안시 동남구 북면 운용리,kseo@gimgimi.net,7409800,466971,오예지,010-8055-8173,981029-1410797,data1_20250602185117802834_124,26baa84105e945a09671345ad14a2822ee54c3430b648885014d6d631201b5b5
